CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_frameID;Image_framestamp(epoch)
1617198767.074333186;-0.0179989;0.133845;0.163846;0.711931;0.00291007;-0.00106917;0.702243;1617198767.074348053;-0.0385176;5.89966;1.61347;0.701943;0.0100292;0.0133594;-0.712037;1;1617198766.963269097
1617198767.174337365;-0.0179453;0.133842;0.163848;0.711973;0.00282966;-0.00113467;0.702201;1617198767.174377196;-0.038522;5.89967;1.61347;0.701947;0.010034;0.0133597;-0.712033;2;1617198767.064285644
1617198767.304432354;-0.0179795;0.133849;0.163838;0.711935;0.00283154;-0.00110876;0.702239;1617198767.304446485;-0.0385174;5.89967;1.61348;0.701945;0.0100327;0.013355;-0.712035;3;1617198767.192298710
1617198767.394338257;-0.0179992;0.133849;0.163839;0.711973;0.00292701;-0.00099609;0.7022;1617198767.394347983;-0.038504;5.89967;1.61347;0.701941;0.0100203;0.0133643;-0.712039;4;1617198767.294008597
1617198767.504397866;-0.0179855;0.133839;0.163832;0.71193;0.00285768;-0.00108259;0.702244;1617198767.504402932;-0.0385277;5.89968;1.61346;0.701949;0.0100236;0.0133633;-0.712031;5;1617198767.402037657
1617198767.604633206;-0.0179947;0.133841;0.163844;0.711924;0.00289552;-0.00103732;0.702249;1617198767.604673125;-0.0385147;5.89967;1.61347;0.701946;0.0100313;0.0133553;-0.712034;6;1617198767.501268923
1617198767.704367728;-0.0179786;0.13385;0.16384;0.711949;0.00288857;-0.00108616;0.702224;1617198767.704378480;-0.0385726;5.89963;1.61339;0.701923;0.00995125;0.0134075;-0.712057;7;1617198767.628779024
1617198767.804348920;-0.0179914;0.133838;0.163832;0.711912;0.00284823;-0.00107571;0.702262;1617198767.804359407;-0.0385049;5.89968;1.61347;0.701945;0.0100241;0.0133661;-0.712035;8;1617198767.730064019
1617198767.904332584;-0.0179981;0.133842;0.163832;0.711917;0.00285629;-0.001086;0.702257;1617198767.904340663;-0.0385132;5.89966;1.61347;0.701941;0.0100308;0.0133571;-0.71204;9;1617198767.837251804
1617198768.004402638;-0.0179793;0.133843;0.163834;0.711939;0.00286625;-0.00109036;0.702234;1617198768.004440496;-0.0385059;5.89967;1.61347;0.701942;0.0100228;0.0133671;-0.712038;10;1617198767.936750536
1617198768.174505766;-0.0180021;0.133845;0.163829;0.711937;0.00289772;-0.00103296;0.702236;1617198768.174556643;-0.0385477;5.89965;1.61343;0.701935;0.00999158;0.013389;-0.712045;11;1617198768.043934997
1617198768.274361729;-0.0179851;0.133854;0.163844;0.711804;0.00279766;-0.00110424;0.702371;1617198768.274388377;-0.038591;5.89962;1.61338;0.701927;0.00996739;0.0134055;-0.712053;12;1617198768.145759549
