CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_frameID;Image_framestamp(epoch)
1617202090.807849218;0.364994;0.204668;0.165258;0.698278;0.00694374;0.00094599;0.715792;1617202090.807958060;-0.0385851;5.89972;1.61326;0.701887;0.00977376;0.0130984;-0.712101;1;1617202090.700148917
1617202090.947833383;0.364986;0.204669;0.165259;0.698271;0.00694897;0.000962867;0.715799;1617202090.947883117;-0.0385934;5.89972;1.61327;0.701893;0.00979321;0.0130904;-0.712095;2;1617202090.842554710
1617202091.047843259;0.364986;0.204664;0.165247;0.698271;0.006911;0.000963251;0.7158;1617202091.047886585;-0.0385566;5.89974;1.6133;0.701895;0.0098023;0.0130758;-0.712093;3;1617202090.946313020
1617202091.147760664;0.364975;0.204656;0.16526;0.698244;0.00695178;0.00100738;0.715826;1617202091.147793175;-0.0385953;5.89971;1.61325;0.701884;0.00976667;0.0131032;-0.712104;4;1617202091.087975904
1617202091.307801970;0.364985;0.204667;0.165263;0.698283;0.00698311;0.000980647;0.715787;1617202091.307839890;-0.0385599;5.89975;1.6133;0.701903;0.00980264;0.0130809;-0.712085;5;1617202091.192041824
1617202091.407704550;0.364993;0.204666;0.165259;0.698269;0.00693982;0.00096028;0.715802;1617202091.407808367;-0.0385861;5.89972;1.61327;0.701889;0.00977578;0.0130901;-0.712099;6;1617202091.335453291
1617202091.507764103;0.364986;0.204667;0.16526;0.698304;0.00697785;0.000952566;0.715767;1617202091.507801988;-0.0385623;5.89975;1.6133;0.701902;0.00979861;0.0130772;-0.712086;7;1617202091.436764519
1617202091.647715719;0.364972;0.20466;0.165261;0.69825;0.00695221;0.000977197;0.715819;1617202091.647730535;-0.0385557;5.89973;1.6133;0.701895;0.0098003;0.0130765;-0.712093;8;1617202091.544117297
1617202091.747738004;0.364997;0.204663;0.165253;0.698294;0.00691699;0.000941151;0.715777;1617202091.747748828;-0.038557;5.89975;1.6133;0.701905;0.0098026;0.0130817;-0.712083;9;1617202091.643608891
1617202091.847673074;0.364986;0.204672;0.165261;0.698257;0.00694319;0.000921312;0.715813;1617202091.847730898;-0.0386331;5.89965;1.6132;0.701856;0.00972128;0.0131219;-0.712132;10;1617202091.751422693
1617202091.947673685;0.364981;0.204656;0.165261;0.698259;0.00693964;0.000981731;0.715811;1617202091.947683367;-0.0386348;5.89965;1.61319;0.701857;0.00972026;0.0131225;-0.71213;11;1617202091.851062500
1617202092.047672679;0.364964;0.204651;0.165247;0.698241;0.00692791;0.00100961;0.715829;1617202092.047682197;-0.0385914;5.89971;1.61326;0.701885;0.00976892;0.0130961;-0.712103;12;1617202091.958880903
1617202092.147772607;0.364973;0.204654;0.16526;0.698253;0.00694751;0.00101288;0.715817;1617202092.147843045;-0.038633;5.89965;1.6132;0.701858;0.00972503;0.0131233;-0.71213;13;1617202092.058588911
1617202092.247735853;0.364979;0.204664;0.16526;0.698269;0.00696285;0.000974748;0.715801;1617202092.247793220;-0.0385557;5.89974;1.6133;0.701897;0.0098027;0.0130793;-0.712091;14;1617202092.188236798
1617202092.407724813;0.364983;0.204667;0.165267;0.698284;0.00697367;0.000956196;0.715787;1617202092.407732981;-0.0386343;5.89965;1.6132;0.701858;0.00971889;0.0131199;-0.71213;15;1617202092.292290744
1617202092.507694622;0.364993;0.204676;0.165252;0.698282;0.00692346;0.000934164;0.715788;1617202092.507703796;-0.038631;5.89965;1.6132;0.701855;0.00971758;0.0131197;-0.712132;16;1617202092.416964633
1617202092.607684227;0.364984;0.204658;0.165257;0.698285;0.00695611;0.000991759;0.715786;1617202092.607698450;-0.0385818;5.89971;1.61327;0.701889;0.0097827;0.013093;-0.712098;17;1617202092.516673591
1617202092.707792897;0.364995;0.20467;0.165253;0.698287;0.00694556;0.00094826;0.715784;1617202092.707830902;-0.0385587;5.89974;1.6133;0.7019;0.0098028;0.0130793;-0.712088;18;1617202092.627313935
1617202092.807707296;0.365;0.204674;0.165256;0.698288;0.0069459;0.000967533;0.715782;1617202092.807716686;-0.038632;5.89965;1.6132;0.701858;0.00972101;0.0131206;-0.71213;19;1617202092.726715536
1617202092.907709018;0.364975;0.204657;0.16525;0.698288;0.00694849;0.00100098;0.715783;1617202092.907717882;-0.0386477;5.89971;1.61319;0.701891;0.00972708;0.0131413;-0.712097;20;1617202092.834518483
1617202093.007730487;0.364997;0.204668;0.165259;0.698292;0.00693704;0.000955842;0.715778;1617202093.007739902;-0.0385569;5.89974;1.6133;0.701898;0.00980358;0.013079;-0.71209;21;1617202092.934155305
1617202093.107891458;0.364978;0.20467;0.165262;0.698283;0.00697533;0.000955643;0.715787;1617202093.107907566;-0.0386315;5.89965;1.6132;0.701857;0.00972146;0.0131217;-0.712131;22;1617202093.041964730
1617202093.247892737;0.365005;0.204677;0.165268;0.698294;0.00693124;0.000911255;0.715776;1617202093.248019829;-0.0385558;5.89973;1.6133;0.701894;0.0098046;0.0130764;-0.712094;23;1617202093.144176646
1617202093.347697922;0.364992;0.204669;0.165257;0.698274;0.00692279;0.000956475;0.715796;1617202093.347723415;-0.0386297;5.89965;1.61319;0.701858;0.00972097;0.0131203;-0.71213;24;1617202093.269182651
1617202093.447777962;0.364988;0.204679;0.165267;0.698288;0.00695943;0.000939472;0.715782;1617202093.447816820;-0.0385575;5.89974;1.61329;0.701899;0.00980267;0.0130786;-0.712089;25;1617202093.368795083
1617202093.607803815;0.364987;0.204672;0.165263;0.698282;0.00696355;0.000934418;0.715789;1617202093.607852717;-0.0385561;5.89973;1.6133;0.701894;0.00980514;0.0130766;-0.712094;26;1617202093.495646236
1617202093.707743410;0.364996;0.204676;0.165267;0.698295;0.00697438;0.000947805;0.715775;1617202093.707752996;-0.0385559;5.89973;1.6133;0.701893;0.00980151;0.0130732;-0.712095;27;1617202093.598466107
1617202093.807726443;0.364978;0.204662;0.165257;0.698264;0.00695497;0.000995024;0.715806;1617202093.807731467;-0.0386463;5.89971;1.61319;0.70189;0.0097234;0.0131399;-0.712098;28;1617202093.721812887
1617202093.907710967;0.364984;0.204664;0.165256;0.698279;0.00695548;0.0010017;0.715791;1617202093.907747570;-0.0385585;5.89973;1.6133;0.701893;0.00980328;0.0130766;-0.712095;29;1617202093.821473969
1617202094.007762231;0.364984;0.204676;0.165257;0.698275;0.00697199;0.000953846;0.715795;1617202094.007866747;-0.0385894;5.89971;1.61325;0.701885;0.00976495;0.013097;-0.712103;30;1617202093.928784617
1617202094.147765991;0.364979;0.204672;0.165259;0.698285;0.0069982;0.000974693;0.715785;1617202094.147801849;-0.0386355;5.89965;1.61319;0.701859;0.00972113;0.0131211;-0.712129;31;1617202094.030906385
