CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_seq;Image_framestamp(epoch);Image_frameID
1620227127.7282269001;-0.1052620085;-0.9355921825;1.6372209648;0.7164503217;-0.0143181283;0.0043600672;0.6974775391;1620227127.7195329666;-0.0537660212;5.2444094706;1.4840107937;0.7067349123;0.0060888837;0.0070077961;-0.7074175429;16;1620227128.154093938;16
1620227127.7362918854;-0.1054207683;-0.9354994594;1.6379650714;0.7163636155;-0.0146327714;0.0044148553;0.6975597190;1620227127.7282381058;-0.0537687607;5.2444238675;1.4840061826;0.7067388347;0.0061087566;0.0070240857;-0.7074132913;17;1620227128.180065330;17
1620227127.7448329926;-0.1056461154;-0.9353844929;1.6387515253;0.7160472880;-0.0148130892;0.0042978291;0.6978813526;1620227127.7362999916;-0.0537676963;5.2444090650;1.4840086542;0.7067384406;0.0060964395;0.0070093355;-0.7074139377;17;1620227128.180065330;17
1620227127.7532489300;-0.1057530512;-0.9352564062;1.6395220872;0.7161818737;-0.0149818065;0.0041129208;0.6977407493;1620227127.7448449135;-0.0537657053;5.2444165785;1.4840083388;0.7067397099;0.0061048136;0.0070156735;-0.7074125346;17;1620227128.180065330;17
1620227127.7612481117;-0.1058623234;-0.9350991922;1.6403189389;0.7158869597;-0.0152038407;0.0041265073;0.6980384488;1620227127.7532589436;-0.0537633308;5.2444124988;1.4840089887;0.7067389408;0.0060995973;0.0070115809;-0.7074133885;17;1620227128.180065330;17
1620227127.7779009342;-0.1062493051;-0.9348879466;1.6418940139;0.7155969838;-0.0151237618;0.0040771688;0.6983377445;1620227127.7612590790;-0.0537687416;5.2444142390;1.4840134483;0.7067389680;0.0060986321;0.0070139116;-0.7074133465;18;1620227128.232008106;18
1620227127.7868669033;-0.1063210451;-0.9347866314;1.6427277047;0.7156400556;-0.0151725787;0.0039802917;0.6982931054;1620227127.7779130936;-0.0537559559;5.2444166763;1.4840126593;0.7067375139;0.0060990370;0.0070103228;-0.7074148313;18;1620227128.232008106;18
1620227127.7952001095;-0.1063889288;-0.9346551713;1.6436447925;0.7156722362;-0.0148479035;0.0037764892;0.6982682352;1620227127.7868781090;-0.0537674642;5.2444179881;1.4840122469;0.7067389476;0.0061049582;0.0070189785;-0.7074132621;18;1620227128.232008106;18
1620227127.8033599854;-0.1064652220;-0.9345680359;1.6444775341;0.7156727497;-0.0149709278;0.0035150781;0.6982664469;1620227127.7952079773;-0.0537646702;5.2444153441;1.4840078592;0.7067368906;0.0061043015;0.0070175965;-0.7074153365;18;1620227128.232008106;18
1620227127.8200430870;-0.1067911868;-0.9343751830;1.6461727933;0.7155164755;-0.0145610602;0.0035630337;0.6984350031;1620227127.8033709526;-0.0537583976;5.2444099338;1.4840093844;0.7067377688;0.0060962529;0.0070073306;-0.7074146303;19;1620227128.257979378;19
1620227127.8281099796;-0.1068879701;-0.9342740282;1.6470744943;0.7157733420;-0.0141869221;0.0034473869;0.6981800410;1620227127.8200550079;-0.0537622165;5.2444100625;1.4840088780;0.7067397056;0.0061011281;0.0070120475;-0.7074126066;19;1620227128.257979378;19
1620227127.8363530636;-0.1069437560;-0.9341818918;1.6479781093;0.7156987706;-0.0141100262;0.0034659380;0.6982579496;1620227127.8281199932;-0.0537604210;5.2444074138;1.4840073289;0.7067403746;0.0061001161;0.0070100255;-0.7074119670;19;1620227128.257979378;19
1620227127.8443849087;-0.1070773587;-0.9340554714;1.6488983112;0.7156310139;-0.0136938165;0.0033510523;0.6983362384;1620227127.8363630772;-0.0537611471;5.2444150213;1.4840078070;0.7067387666;0.0061024654;0.0070159568;-0.7074134944;20;1620227128.283950746;20
1620227127.8527410030;-0.1071956245;-0.9340006803;1.6498184846;0.7157701638;-0.0134800324;0.0034184050;0.6981974476;1620227127.8444020748;-0.0537619676;5.2444079347;1.4840127257;0.7067369856;0.0060911250;0.0070063618;-0.7074154665;20;1620227128.283950746;20
1620227127.8625259399;-0.1072643768;-0.9339073327;1.6507037862;0.7157747311;-0.0133430679;0.0033517027;0.6981957197;1620227127.8527510166;-0.0537644198;5.2444128993;1.4840110843;0.7067378050;0.0060993919;0.0070129627;-0.7074145113;20;1620227128.283950746;20
1620227127.8784949780;-0.1076089048;-0.9337538482;1.6525872979;0.7158724909;-0.0124302324;0.0036948280;0.6981106033;1620227127.8625359535;-0.0537585314;5.2444079871;1.4840101784;0.7067397494;0.0061007108;0.0070110274;-0.7074125765;20;1620227128.283950746;20
1620227127.8959369659;-0.1078381540;-0.9336265281;1.6545117241;0.7160821220;-0.0116336570;0.0037210564;0.6979091677;1620227127.8785040379;-0.0537704328;5.2444155746;1.4840105339;0.7067402320;0.0061077945;0.0070206595;-0.7074119377;21;1620227128.335893458;21
1620227127.9042849541;-0.1079771250;-0.9335292208;1.6554872722;0.7159229967;-0.0113520967;0.0036067550;0.6980776347;1620227127.8959600925;-0.0537551032;5.2444146188;1.4840085410;0.7067378000;0.0061026390;0.0070135760;-0.7074144821;21;1620227128.335893458;21
1620227127.9124329090;-0.1081464448;-0.9334951172;1.6564086043;0.7161052542;-0.0108430520;0.0038397406;0.6978975208;1620227127.9043099880;-0.0537609870;5.2444109899;1.4840075912;0.7067391700;0.0060979873;0.0070090330;-0.7074131986;22;1620227128.361864834;22
1620227127.9203510284;-0.1083496569;-0.9334362086;1.6573707868;0.7160680667;-0.0103947474;0.0039088781;0.6979421135;1620227127.9124450684;-0.0537649243;5.2444133090;1.4840151408;0.7067379039;0.0060999043;0.0070150483;-0.7074143874;22;1620227128.361864834;22
1620227127.9374759197;-0.1086900802;-0.9333406903;1.6592214274;0.7160461372;-0.0098849180;0.0040675568;0.6979711117;1620227127.9203639030;-0.0537594914;5.2444188172;1.4840129913;0.7067358920;0.0061013605;0.0070159902;-0.7074163754;22;1620227128.361864834;22
1620227127.9466800690;-0.1088274197;-0.9332930250;1.6601485501;0.7160768427;-0.0096278988;0.0041696478;0.6979426000;1620227127.9375000000;-0.0537640662;5.2444184753;1.4840134601;0.7067364564;0.0061018536;0.0070156858;-0.7074158103;22;1620227128.361864834;22
1620227127.9542179108;-0.1089956449;-0.9332433850;1.6610285649;0.7159911485;-0.0094959946;0.0042871917;0.6980316048;1620227127.9466879368;-0.0537559580;5.2444159326;1.4840106039;0.7067352030;0.0061003332;0.0070117378;-0.7074171148;23;1620227128.413807498;23
1620227127.9617989063;-0.1089835110;-0.9331801719;1.6619249044;0.7160875729;-0.0096421751;0.0040459652;0.6979321217;1620227127.9542419910;-0.0537601167;5.2444122125;1.4840113492;0.7067351725;0.0060922093;0.0070065692;-0.7074172665;23;1620227128.413807498;23
1620227127.9787039757;-0.1094505568;-0.9331415456;1.6636343556;0.7159331665;-0.0093639575;0.0045058245;0.6980914803;1620227127.9618110657;-0.0537630081;5.2444050120;1.4840103856;0.7067364947;0.0060878013;0.0070031724;-0.7074160171;23;1620227128.413807498;23
1620227127.9965400696;-0.1096907732;-0.9330553797;1.6652813540;0.7160609181;-0.0094664334;0.0046455687;0.6979581412;1620227127.9787371159;-0.0537622500;5.2444056829;1.4840123236;0.7067377398;0.0060895417;0.0070053864;-0.7074147363;24;1620227128.439778890;24
1620227128.0051269531;-0.1098204569;-0.9330505998;1.6660712163;0.7160677395;-0.0097524713;0.0045279634;0.6979479775;1620227127.9965660572;-0.0537649089;5.2444143011;1.4840147839;0.7067361969;0.0060942621;0.0070138473;-0.7074161533;24;1620227128.439778890;24
1620227128.0222930908;-0.1101869988;-0.9330089177;1.6676778347;0.7161638514;-0.0096737477;0.0047259088;0.6978491401;1620227128.0051510334;-0.0537665171;5.2444143985;1.4840112431;0.7067365658;0.0060996674;0.0070156954;-0.7074157198;25;1620227128.465750258;25
1620227128.0386919975;-0.1105913569;-0.9330175672;1.6692153314;0.7159379626;-0.0100169591;0.0048727802;0.6980750320;1620227128.0223169327;-0.0537678501;5.2444143264;1.4840115228;0.7067352670;0.0060986788;0.0070141545;-0.7074170412;25;1620227128.465750258;25
1620227128.0478200912;-0.1107644621;-0.9330200514;1.6700144894;0.7159142609;-0.0101213718;0.0049993665;0.6980969383;1620227128.0387148857;-0.0537799228;5.2444136880;1.4840105792;0.7067384623;0.0060972830;0.0070148603;-0.7074138539;25;1620227128.465750258;25
1620227128.0555589199;-0.1108769737;-0.9330195311;1.6707905165;0.7160297399;-0.0102545628;0.0050762299;0.6979759934;1620227128.0478429794;-0.0537656215;5.2444053304;1.4840103571;0.7067360000;0.0060908697;0.0070048645;-0.7074164682;25;1620227128.465750258;25
1620227128.0631570816;-0.1110534140;-0.9330276911;1.6715249184;0.7159104396;-0.0104531966;0.0050426083;0.6980956562;1620227128.0555830002;-0.0537687206;5.2444142223;1.4840105784;0.7067396962;0.0061023720;0.0070142758;-0.7074125832;26;1620227128.517692938;26
1620227128.0712299347;-0.1111632746;-0.9330213198;1.6723078638;0.7157622329;-0.0106432292;0.0049505046;0.6982454010;1620227128.0631659031;-0.0537709273;5.2444192474;1.4840128406;0.7067368485;0.0061007320;0.0070187397;-0.7074153980;26;1620227128.517692938;26
1620227128.0875220299;-0.1115528634;-0.9331096101;1.6738328885;0.7159115217;-0.0104184562;0.0055855169;0.6980909331;1620227128.0712540150;-0.0537725066;5.2444081591;1.4840139675;0.7067372200;0.0060937904;0.0070130479;-0.7074151431;26;1620227128.517692938;26
1620227128.1045370102;-0.1116318054;-0.9330917393;1.6753020860;0.7161729454;-0.0105555499;0.0056687927;0.6978200036;1620227128.0875449181;-0.0537665261;5.2444118107;1.4840087093;0.7067382721;0.0060986804;0.0070126367;-0.7074140539;27;1620227128.543664370;27
1620227128.1127150059;-0.1119566786;-0.9331318906;1.6760872498;0.7158722501;-0.0104386958;0.0057610813;0.6981294759;1620227128.1045598984;-0.0537703929;5.2444110986;1.4840106564;0.7067363497;0.0060940190;0.0070118566;-0.7074160225;27;1620227128.543664370;27
1620227128.1211330891;-0.1120848545;-0.9331689661;1.6768738909;0.7158761010;-0.0103184953;0.0058878329;0.6981262565;1620227128.1127378941;-0.0537682680;5.2444132191;1.4840130071;0.7067375469;0.0060975947;0.0070133470;-0.7074147808;27;1620227128.543664370;27
1620227128.1391088963;-0.1121382574;-0.9332530092;1.6783293643;0.7161790895;-0.0102222045;0.0060707815;0.6978152792;1620227128.1211569309;-0.0537662688;5.2444055203;1.4840125704;0.7067380941;0.0060945287;0.0070071947;-0.7074143216;28;1620227128.595607042;28
1620227128.1469080448;-0.1123330757;-0.9333184936;1.6790569735;0.7159149723;-0.0100125246;0.0065504915;0.6980849468;1620227128.1391329765;-0.0537646099;5.2444166129;1.4840112424;0.7067379542;0.0061009899;0.0070160654;-0.7074143177;28;1620227128.595607042;28
1620227128.1540288925;-0.1125398265;-0.9333450231;1.6798546203;0.7157875536;-0.0096081231;0.0069104456;0.6982178083;1620227128.1469869614;-0.0537636744;5.2444141932;1.4840087223;0.7067371615;0.0060994701;0.0070138959;-0.7074151442;28;1620227128.595607042;28
1620227128.1632421017;-0.1126234705;-0.9334149377;1.6805675247;0.7158059641;-0.0095112352;0.0071998935;0.6981973358;1620227128.1540379524;-0.0537677342;5.2444149359;1.4840139241;0.7067364902;0.0060973398;0.0070139251;-0.7074158330;28;1620227128.595607042;28
1620227128.1719501019;-0.1127142485;-0.9334767919;1.6812874598;0.7158675353;-0.0094023039;0.0073716762;0.6981338890;1620227128.1632680893;-0.0537626346;5.2444041680;1.4840091794;0.7067357602;0.0060892497;0.0070043726;-0.7074167266;29;1620227128.621578346;29
1620227128.1808519363;-0.1127846618;-0.9335918579;1.6820072485;0.7158372451;-0.0094799620;0.0069914820;0.6981678079;1620227128.1719729900;-0.0537604949;5.2444194729;1.4840109691;0.7067368938;0.0061053089;0.0070183612;-0.7074153170;29;1620227128.621578346;29
1620227128.1958899498;-0.1130844384;-0.9337054947;1.6835134953;0.7157704528;-0.0084999587;0.0078001575;0.6982403363;1620227128.1808750629;-0.0537682207;5.2444117235;1.4840125759;0.7067379821;0.0061012508;0.0070152404;-0.7074142957;29;1620227128.621578346;29
1620227128.2053809166;-0.1131376758;-0.9337555187;1.6842821848;0.7157982752;-0.0081968633;0.0079638284;0.6982135906;1620227128.1959130764;-0.0537693297;5.2444077064;1.4840153747;0.7067382358;0.0060932119;0.0070091282;-0.7074141721;29;1620227128.621578346;29
1620227128.2129619122;-0.1132225436;-0.9338296471;1.6849972630;0.7158349426;-0.0079371453;0.0082581121;0.6981755799;1620227128.2054131031;-0.0537619158;5.2444110743;1.4840081738;0.7067368519;0.0060963280;0.0070106097;-0.7074155132;30;1620227128.673521138;30
