CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_frameID;Image_framestamp(epoch)
1620162997.400101000;-0.173244;-1.38235;1.76902;0.727403;-0.0135287;0.00729224;0.686038;0.000000000;0;0;0;0;0;0;0;0;0.000000000
1620162997.407853000;-0.173253;-1.38232;1.76909;0.727463;-0.0136667;0.00725766;0.685973;1620162997.400135000;-0.0535309;5.24482;1.48631;0.707163;0.00660394;0.00716425;-0.706984;0;0.000000000
1620162997.425095000;-0.173261;-1.38225;1.76932;0.727541;-0.0138419;0.00697656;0.685889;1620162997.407866000;-0.0535438;5.24483;1.48631;0.707163;0.00661485;0.00717565;-0.706983;0;0.000000000
1620162997.433057000;-0.173282;-1.38222;1.76943;0.727553;-0.0138976;0.00681582;0.685877;1620162997.425121000;-0.0535363;5.24483;1.48631;0.707165;0.00661524;0.00717698;-0.706981;0;0.000000000
1620162997.441840000;-0.173325;-1.3822;1.76955;0.727529;-0.0138831;0.00672486;0.685903;1620162997.433083000;-0.0535644;5.24483;1.48631;0.707161;0.00661665;0.00717211;-0.706985;0;0.000000000
1620162997.449726000;-0.173357;-1.38221;1.76964;0.727533;-0.0139406;0.00669421;0.685898;1620162997.441879000;-0.0535457;5.24483;1.48631;0.707164;0.00661179;0.00717564;-0.706982;0;0.000000000
1620162997.459012000;-0.173355;-1.38218;1.76975;0.727573;-0.013985;0.00661253;0.685856;1620162997.449753000;-0.0535389;5.24483;1.4863;0.707162;0.00660484;0.00717301;-0.706984;0;0.000000000
1620162997.466771000;-0.173352;-1.38213;1.76993;0.727601;-0.0138481;0.00634074;0.685831;1620162997.459037000;-0.0535399;5.24483;1.4863;0.707166;0.00661453;0.00717867;-0.70698;0;0.000000000
1620162997.483745000;-0.173405;-1.38207;1.77027;0.727584;-0.0134915;0.00602617;0.685859;1620162997.466799000;-0.0535434;5.24483;1.48631;0.707163;0.00661129;0.00717335;-0.706983;0;0.000000000
1620162997.491587000;-0.173399;-1.38206;1.77044;0.727541;-0.0132423;0.00590354;0.685911;1620162997.483770000;-0.0535469;5.24483;1.48631;0.707163;0.0066095;0.0071771;-0.706983;0;0.000000000
1620162997.500324000;-0.173405;-1.38203;1.77056;0.727539;-0.0129084;0.00595669;0.685919;1620162997.491613000;-0.0535509;5.24483;1.48631;0.707162;0.00661035;0.0071778;-0.706984;0;0.000000000
1620162997.508640000;-0.17341;-1.38201;1.7707;0.72751;-0.0125728;0.00604393;0.685955;1620162997.500352000;-0.0535422;5.24483;1.48631;0.707163;0.00660823;0.00717413;-0.706984;0;0.000000000
1620162997.524825000;-0.173428;-1.38194;1.77085;0.727313;-0.0120245;0.00673745;0.686168;1620162997.508678000;-0.0535501;5.24483;1.48631;0.707162;0.00661586;0.00718205;-0.706984;0;0.000000000
1620162997.533256000;-0.173442;-1.38191;1.77095;0.727273;-0.0116768;0.00702007;0.686213;1620162997.524849000;-0.0535526;5.24483;1.48631;0.707161;0.0066127;0.00718214;-0.706985;0;0.000000000
1620162997.541506000;-0.173436;-1.38188;1.77103;0.72719;-0.0114471;0.00725185;0.686303;1620162997.533280000;-0.0535487;5.24483;1.48631;0.707163;0.00661;0.0071765;-0.706983;0;0.000000000
1620162997.550165000;-0.173435;-1.38185;1.77111;0.727168;-0.0112096;0.00739847;0.686328;1620162997.541533000;-0.0535445;5.24483;1.48631;0.707166;0.0066175;0.0071757;-0.70698;0;0.000000000
1620162997.558723000;-0.17344;-1.38183;1.77115;0.727176;-0.0111356;0.0075818;0.686319;1620162997.550191000;-0.053545;5.24483;1.48631;0.707167;0.00662062;0.00718061;-0.706979;0;0.000000000
1620162997.567121000;-0.173423;-1.3818;1.77125;0.727102;-0.0108341;0.00761726;0.686402;1620162997.558748000;-0.0535455;5.24483;1.48631;0.707162;0.00660642;0.0071708;-0.706984;0;0.000000000
1620162997.583013000;-0.173511;-1.38175;1.7713;0.726955;-0.0106419;0.00809149;0.686555;1620162997.567147000;-0.0535427;5.24483;1.48631;0.707164;0.00661462;0.00717419;-0.706982;0;0.000000000
1620162997.590907000;-0.173457;-1.38173;1.77134;0.727024;-0.0107312;0.00805616;0.686481;1620162997.583042000;-0.0535396;5.24483;1.4863;0.707165;0.00661248;0.00717571;-0.706981;0;0.000000000
1620162997.599186000;-0.173464;-1.38172;1.77133;0.726947;-0.0109307;0.00809966;0.686559;1620162997.590925000;-0.0535463;5.24482;1.48631;0.707164;0.00660131;0.00716585;-0.706982;0;0.000000000
1620162997.608932000;-0.17349;-1.3817;1.77133;0.726904;-0.0111488;0.00798222;0.686602;1620162997.599205000;-0.0535422;5.24483;1.48631;0.707166;0.00660701;0.00716505;-0.70698;0;0.000000000
1620162997.624611000;-0.1734;-1.38168;1.77132;0.727009;-0.0120498;0.00735277;0.686483;1620162997.608950000;-0.0535408;5.24482;1.48631;0.707162;0.00660574;0.00716855;-0.706984;0;0.000000000
1620162997.632404000;-0.173361;-1.38164;1.77133;0.727095;-0.01249;0.00706062;0.686387;1620162997.624629000;-0.0535331;5.24481;1.48631;0.707164;0.00659927;0.00715622;-0.706983;0;0.000000000
1620162997.641696000;-0.173337;-1.38161;1.77132;0.72715;-0.0129621;0.00676865;0.686323;1620162997.632424000;-0.0535386;5.24482;1.48631;0.707166;0.00660992;0.00716397;-0.706981;0;0.000000000
1620162997.649914000;-0.173292;-1.3816;1.77129;0.727226;-0.0133407;0.00663293;0.686236;1620162997.641722000;-0.0535413;5.24482;1.48631;0.707165;0.00660335;0.00716125;-0.706982;0;0.000000000
1620162997.666045000;-0.173334;-1.3816;1.7712;0.727117;-0.0142369;0.00628832;0.686337;1620162997.649941000;-0.0535356;5.24481;1.48631;0.707164;0.00659653;0.00715105;-0.706983;0;0.000000000
1620162997.674758000;-0.173232;-1.38157;1.77117;0.727294;-0.0145564;0.00612584;0.686145;1620162997.666063000;-0.0535326;5.24481;1.48631;0.707164;0.00660352;0.00715933;-0.706982;0;0.000000000
1620162997.682756000;-0.173246;-1.38157;1.77114;0.727217;-0.0149107;0.00596636;0.68622;1620162997.674784000;-0.0535314;5.24481;1.48631;0.707166;0.00660227;0.0071583;-0.70698;0;0.000000000
1620162997.690901000;-0.173188;-1.38155;1.77111;0.72732;-0.0151807;0.0058614;0.686105;1620162997.682777000;-0.0535391;5.24482;1.48631;0.707163;0.00660885;0.00716136;-0.706983;0;0.000000000
1620162997.698953000;-0.173155;-1.38151;1.77107;0.727359;-0.0152748;0.00600508;0.686061;1620162997.690918000;-0.0535381;5.24481;1.48631;0.707163;0.00660118;0.00716149;-0.706984;0;0.000000000
1620162997.707975000;-0.173133;-1.38149;1.77103;0.727428;-0.0153038;0.00618273;0.685986;1620162997.698965000;-0.0535393;5.24481;1.48631;0.707164;0.00660434;0.00716177;-0.706983;0;0.000000000
1620162997.716451000;-0.173057;-1.38146;1.77098;0.727494;-0.0154366;0.00625834;0.685911;1620162997.707999000;-0.0535362;5.24481;1.48631;0.707167;0.00660579;0.00716041;-0.70698;0;0.000000000
