CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_frameID;Image_framestamp(epoch)
1620167905.262551000;0.936019;-5.09269;1.00756;0.381359;-0.0129066;0.010314;0.924279;0.000000000;0;0;0;0;0;0;0;0;0.000000000
1620167905.278756000;0.936016;-5.09268;1.00756;0.381375;-0.0129209;0.010302;0.924273;1620167905.262564000;-0.0535752;5.24411;1.48595;0.707053;0.00629508;0.00690137;-0.707099;0;0.000000000
1620167905.287676000;0.936016;-5.09269;1.00755;0.381341;-0.012946;0.0102954;0.924286;1620167905.278771000;-0.0535855;5.24411;1.48596;0.707055;0.00628099;0.00689487;-0.707097;0;0.000000000
1620167905.295011000;0.936009;-5.09269;1.00757;0.38134;-0.012912;0.01031;0.924287;1620167905.287690000;-0.0535843;5.24411;1.48596;0.707052;0.00627661;0.00689289;-0.707101;0;0.000000000
1620167905.303772000;0.936021;-5.09268;1.00756;0.381377;-0.0129228;0.0103126;0.924272;1620167905.295041000;-0.0535786;5.24411;1.48595;0.707051;0.00628844;0.00689978;-0.707101;0;0.000000000
1620167905.311807000;0.936012;-5.09269;1.00755;0.381347;-0.0128996;0.0103376;0.924284;1620167905.303786000;-0.0535803;5.24411;1.48595;0.707051;0.00628161;0.00689631;-0.707102;0;0.000000000
1620167905.319808000;0.93601;-5.09269;1.00756;0.38135;-0.0128988;0.0103287;0.924283;1620167905.311820000;-0.053586;5.2441;1.48595;0.707049;0.00627742;0.00689162;-0.707103;0;0.000000000
1620167905.329924000;0.936017;-5.09269;1.00755;0.381354;-0.0129084;0.0103225;0.924281;1620167905.319822000;-0.053579;5.24411;1.48595;0.70705;0.00629241;0.00690216;-0.707102;0;0.000000000
1620167905.345548000;0.936016;-5.09269;1.00756;0.381352;-0.0128942;0.0103093;0.924283;1620167905.329959000;-0.053584;5.24411;1.48595;0.707055;0.00629348;0.00690286;-0.707097;0;0.000000000
1620167905.353981000;0.936011;-5.0927;1.00756;0.381323;-0.0129192;0.0103038;0.924294;1620167905.345560000;-0.0535872;5.24411;1.48596;0.707051;0.00628562;0.00689949;-0.707101;0;0.000000000
1620167905.362311000;0.93602;-5.09268;1.00756;0.381374;-0.012921;0.0102893;0.924273;1620167905.353995000;-0.0535767;5.2441;1.48595;0.707052;0.00628149;0.00689192;-0.7071;0;0.000000000
