CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_seq;Image_framestamp(epoch);Image_frameID
1620287790.7138879299;-0.1119606199;-1.2492247711;1.7683188856;0.7173933834;-0.0148766211;0.0089906460;0.6964514254;1620287790.7048959732;-0.1155302558;7.0998188332;1.4870617142;0.7302282889;-0.0072397805;-0.0007737114;0.6831644260;1;1620287791.053158621;1
1620287790.7220470905;-0.1118384126;-1.2492783099;1.7683960340;0.7174931011;-0.0147876035;0.0087006239;0.6963542746;1620287790.7139089108;-0.1155146187;7.0998218385;1.4870719909;0.7302290303;-0.0072406546;-0.0007666283;0.6831636323;1;1620287791.053158621;1
1620287790.7388610840;-0.1117062210;-1.2493968243;1.7685172518;0.7174744394;-0.0145331288;0.0084087884;0.6963824446;1620287790.7220699787;-0.1155297506;7.0998133194;1.4870576386;0.7302270306;-0.0072420135;-0.0007736293;0.6831657475;1;1620287791.053158621;1
1620287790.7470049858;-0.1115967481;-1.2494674483;1.7685524212;0.7175263750;-0.0144560779;0.0082837186;0.6963320351;1620287790.7388849258;-0.1155294275;7.0998264806;1.4870609389;0.7302342992;-0.0072448852;-0.0007699371;0.6831579518;1;1620287791.053158621;1
1620287790.7552499771;-0.1114055815;-1.2495642249;1.7685619083;0.7177190244;-0.0144462916;0.0081670934;0.6961350481;1620287790.7470259666;-0.1155105763;7.0998407459;1.4870695852;0.7302402237;-0.0072431388;-0.0007679947;0.6831516397;2;1620287791.105101349;2
1620287790.7635560036;-0.1112851254;-1.2496236583;1.7686400455;0.7177879179;-0.0142835539;0.0078619894;0.6960708830;1620287790.7552740574;-0.1155132635;7.0998295435;1.4870680444;0.7302326432;-0.0072430693;-0.0007700298;0.6831597410;2;1620287791.105101349;2
1620287790.7722029686;-0.1111461989;-1.2496706686;1.7687254715;0.7178680652;-0.0140599060;0.0074586768;0.6959972185;1620287790.7635800838;-0.1155291458;7.0998244975;1.4870615951;0.7302320580;-0.0072444896;-0.0007713142;0.6831603500;2;1620287791.105101349;2
1620287790.7808790207;-0.1110641071;-1.2496840875;1.7688282094;0.7178951421;-0.0137525580;0.0070949218;0.6959792340;1620287790.7722270489;-0.1155121287;7.0998419820;1.4870681657;0.7302384783;-0.0072382872;-0.0007695730;0.6831535550;3;1620287791.131072717;3
1620287790.7970778942;-0.1107998519;-1.2497739997;1.7689047983;0.7180903920;-0.0134484177;0.0067075956;0.6957875661;1620287790.7808899879;-0.1155130434;7.0998345716;1.4870713591;0.7302351792;-0.0072416225;-0.0007666249;0.6831570494;3;1620287791.131072717;3
1620287790.8070030212;-0.1107143900;-1.2498193523;1.7689516257;0.7181033380;-0.0132850429;0.0065285977;0.6957790461;1620287790.7971000671;-0.1155294576;7.0998320454;1.4870634009;0.7302343142;-0.0072390579;-0.0007742429;0.6831579927;3;1620287791.131072717;3
1620287790.8143439293;-0.1106196468;-1.2498747417;1.7689124500;0.7181478196;-0.0133667804;0.0063278514;0.6957334235;1620287790.8070271015;-0.1155092865;7.0998438612;1.4870707468;0.7302387353;-0.0072366409;-0.0007707088;0.6831532965;3;1620287791.131072717;3
1620287790.8221230507;-0.1105148267;-1.2499181376;1.7688944191;0.7181741628;-0.0134678849;0.0060206061;0.6957070075;1620287790.8143661022;-0.1155244658;7.0998242896;1.4870553971;0.7302294375;-0.0072454031;-0.0007753332;0.6831631369;4;1620287791.157043965;4
1620287790.8395109177;-0.1102579857;-1.2499947056;1.7688003612;0.7183326274;-0.0139077072;0.0053699888;0.6955400601;1620287790.8221340179;-0.1155068829;7.0998339129;1.4870687528;0.7302321095;-0.0072406607;-0.0007705810;0.6831603365;4;1620287791.157043965;4
1620287790.8470280170;-0.1101364029;-1.2500137128;1.7687589939;0.7183889577;-0.0140742280;0.0051330865;0.6954803182;1620287790.8395349979;-0.1155102128;7.0998338552;1.4870680394;0.7302344450;-0.0072419700;-0.0007686418;0.6831578283;4;1620287791.157043965;4
1620287790.8563139439;-0.1100523699;-1.2500560244;1.7686348234;0.7183677587;-0.0144610919;0.0050905988;0.6954945909;1620287790.8470559120;-0.1155129424;7.0998345094;1.4870698281;0.7302344967;-0.0072402555;-0.0007695181;0.6831577903;5;1620287791.208986741;5
1620287790.8636639118;-0.1099376864;-1.2500642455;1.7685509898;0.7184318101;-0.0148178730;0.0048186307;0.6954228539;1620287790.8563370705;-0.1155274904;7.0998216377;1.4870541910;0.7302281010;-0.0072436727;-0.0007777931;0.6831645810;5;1620287791.208986741;5
1620287790.8721599579;-0.1098772264;-1.2500928691;1.7684454759;0.7183870343;-0.0152401234;0.0045966649;0.6954614859;1620287790.8636760712;-0.1155120088;7.0998292482;1.4870640518;0.7302313088;-0.0072446741;-0.0007692867;0.6831611512;5;1620287791.208986741;5
1620287790.8884880543;-0.1097479775;-1.2501640237;1.7681927446;0.7183895849;-0.0161953804;0.0041293940;0.6954401930;1620287790.8721749783;-0.1155132702;7.0998269776;1.4870635421;0.7302283920;-0.0072443869;-0.0007692079;0.6831642721;5;1620287791.208986741;5
1620287790.8970110416;-0.1096950243;-1.2501824705;1.7680764178;0.7183824539;-0.0166034648;0.0039846782;0.6954387804;1620287790.8885018826;-0.1155091616;7.0998279445;1.4870648262;0.7302319441;-0.0072462593;-0.0007665054;0.6831604585;6;1620287791.234958069;6
1620287790.9049739838;-0.1095812139;-1.2502211700;1.7679275494;0.7184137445;-0.0169608594;0.0039750089;0.6953978863;1620287790.8970251083;-0.1155143569;7.0998235377;1.4870692892;0.7302286492;-0.0072428127;-0.0007702363;0.6831640127;6;1620287791.234958069;6
1620287790.9132959843;-0.1095271948;-1.2502357272;1.7678571980;0.7183636714;-0.0171699171;0.0038338187;0.6954452757;1620287790.9049880505;-0.1155165517;7.0998245970;1.4870706692;0.7302275217;-0.0072417833;-0.0007677747;0.6831652316;6;1620287791.234958069;6
