CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_seq;Image_framestamp(epoch);Image_frameID
1620287051.4726350307;-0.0273123876;-1.1316846528;0.1656567858;0.7176629986;-0.0104640082;0.0083610048;0.6962617457;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;1;1620287051.799974385;1
1620287051.4808280468;-0.0272926913;-1.1316919159;0.1656431048;0.7176663931;-0.0105011305;0.0083951761;0.6962572768;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;1;1620287051.799974385;1
1620287051.4893980026;-0.0273256637;-1.1316627106;0.1656390846;0.7176237609;-0.0104240580;0.0083995844;0.6963023221;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;1;1620287051.799974385;1
1620287051.4976420403;-0.0273760198;-1.1316746331;0.1656194070;0.7175781142;-0.0103803525;0.0085382635;0.6963483297;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;1;1620287051.799974385;1
1620287051.5138380527;-0.0271456982;-1.1316566073;0.1655754770;0.7179700848;-0.0105978563;0.0085183147;0.6959411477;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;2;1620287051.851917057;2
1620287051.5219120979;-0.0273316259;-1.1316745722;0.1656401980;0.7175896055;-0.0104155289;0.0083749255;0.6963379463;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;2;1620287051.851917057;2
1620287051.5305569172;-0.0272937570;-1.1316863501;0.1656512585;0.7176783069;-0.0104622723;0.0083925135;0.6962456136;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;2;1620287051.851917057;2
1620287051.5393590927;-0.0273713492;-1.1316997572;0.1656836155;0.7175983473;-0.0103299276;0.0084944824;0.6963287645;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;2;1620287051.851917057;2
1620287051.5474720001;-0.0273289671;-1.1316741994;0.1656437385;0.7176024178;-0.0104856537;0.0083620307;0.6963238453;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;3;1620287051.877888457;3
1620287051.5643401146;-0.0273188488;-1.1316741253;0.1656347573;0.7176229951;-0.0104284974;0.0084153748;0.6963028542;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;3;1620287051.877888457;3
1620287051.5719199181;-0.0270587427;-1.1316617318;0.1655220768;0.7180621274;-0.0108339964;0.0083794826;0.6958442283;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;3;1620287051.877888457;3
1620287051.5808939934;-0.0273554320;-1.1316805485;0.1656609203;0.7176041743;-0.0102774735;0.0083853715;0.6963248581;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;4;1620287051.929831177;4
1620287051.5891430378;-0.0270867181;-1.1316298514;0.1655258902;0.7179974733;-0.0106423154;0.0082446533;0.6959155086;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;4;1620287051.929831177;4
1620287051.5975201130;-0.0273386322;-1.1316534014;0.1656445655;0.7176074406;-0.0103139604;0.0083158423;0.6963217864;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;4;1620287051.929831177;4
1620287051.6054730415;-0.0272954723;-1.1316633548;0.1656492999;0.7177026895;-0.0103552811;0.0082609381;0.6962236526;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;4;1620287051.929831177;4
1620287051.6222679615;-0.0272673860;-1.1316305857;0.1656369869;0.7177911551;-0.0103861587;0.0082613806;0.6961319810;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;5;1620287051.955802433;5
1620287051.6319370270;-0.0273421839;-1.1316879060;0.1656651238;0.7176307706;-0.0102759696;0.0083804215;0.6962975298;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;5;1620287051.955802433;5
1620287051.6401879787;-0.0273219893;-1.1316457149;0.1656311711;0.7176139243;-0.0103561690;0.0083055898;0.6963146003;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;5;1620287051.955802433;5
1620287051.6492059231;-0.0273247226;-1.1316478989;0.1656434037;0.7176351736;-0.0102763505;0.0082939186;0.6962940221;-28800.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;6;1620287051.981773865;6
