CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_seq;Image_framestamp(epoch)
1620299484.9141399860;-0.0376664508;-1.6237229191;1.7618985195;0.7122242119;-0.0150613465;0.0050649699;0.7017721666;1620299484.9047019482;0.0451569794;5.3121676943;2.2904423093;0.7103336098;-0.0144341630;0.0032303196;-0.7037097291;8;1620299484.871890165
1620299484.9216649532;-0.0376305678;-1.6236605960;1.7618196923;0.7123453489;-0.0148772049;0.0052268157;0.7016519458;1620299484.9141709805;0.0450608189;5.3120947907;2.2907531166;0.7103836729;-0.0145582031;0.0033558488;-0.7036560483;9;1620299484.897861597
1620299484.9304199219;-0.0377201124;-1.6235694623;1.7617637300;0.7122858060;-0.0145642392;0.0055591335;0.7017164025;1620299484.9216899872;0.0449620087;5.3119732431;2.2910652918;0.7103249380;-0.0145471208;0.0034007497;-0.7037153534;9;1620299484.897861597
1620299484.9473810196;-0.0377468098;-1.6234127883;1.7616805692;0.7124441283;-0.0143162878;0.0053682400;0.7015622495;1620299484.9304409027;0.0448465872;5.3118578769;2.2913382835;0.7102247919;-0.0145405857;0.0032955000;-0.7038170614;9;1620299484.897861597
1620299484.9564979076;-0.0377883107;-1.6233422875;1.7616203134;0.7124394556;-0.0142633157;0.0052503727;0.7015689656;1620299484.9474029541;0.0445894875;5.3117240461;2.2918604785;0.7105643932;-0.0148927232;0.0033123858;-0.7034667569;10;1620299484.949804229
1620299484.9726469517;-0.0377470589;-1.6232184785;1.7614481653;0.7125593135;-0.0143537433;0.0051599817;0.7014460559;1620299484.9565210342;0.0445470035;5.3116207235;2.2921669667;0.7104855367;-0.0150653361;0.0033741612;-0.7035424314;10;1620299484.949804229
1620299484.9874889851;-0.0378461811;-1.6230652242;1.7612411390;0.7124027772;-0.0142118294;0.0056908814;0.7016038204;1620299484.9726688862;0.0443570723;5.3113705174;2.2927183168;0.7104137823;-0.0149453163;0.0032316869;-0.7036181150;10;1620299484.949804229
1620299484.9961879253;-0.0379153955;-1.6229729324;1.7611261133;0.7122572828;-0.0142236270;0.0059952779;0.7017487501;1620299484.9874980450;0.0442239984;5.3111258672;2.2932805576;0.7104111512;-0.0151502417;0.0034179966;-0.7036155084;11;1620299484.975775605
1620299485.0042378902;-0.0379487916;-1.6228830479;1.7609928190;0.7121750496;-0.0142913449;0.0064411915;0.7018268784;1620299484.9962029457;0.0441579639;5.3109872461;2.2935758800;0.7104899906;-0.0150939603;0.0034003160;-0.7035371941;11;1620299484.975775605
1620299485.0146501064;-0.0381634199;-1.6228066581;1.7609317988;0.7118775472;-0.0140800893;0.0068743652;0.7021288001;1620299485.0042469501;0.0441180854;5.3108571099;2.2938268900;0.7105071975;-0.0152430557;0.0033340224;-0.7035169193;11;1620299484.975775605
1620299485.0211110115;-0.0382082703;-1.6227281783;1.7608273040;0.7117202774;-0.0141553102;0.0070705704;0.7022847577;1620299485.0146720409;0.0440632052;5.3107133921;2.2940820058;0.7104044909;-0.0153697345;0.0034087152;-0.7036175177;12;1620299485.001746949
1620299485.0308361053;-0.0383489021;-1.6226688928;1.7607228440;0.7115290458;-0.0139942104;0.0076262546;0.7024759208;1620299485.0211200714;0.0439911082;5.3105870750;2.2944099535;0.7104479270;-0.0152993403;0.0034321836;-0.7035750801;12;1620299485.001746949
1620299485.0400259495;-0.0383983333;-1.6226063883;1.7606674721;0.7114191580;-0.0137957285;0.0079208233;0.7025878735;1620299485.0308680534;0.0439100074;5.3104368411;2.2947022860;0.7105878509;-0.0151909517;0.0034272210;-0.7034361345;12;1620299485.001746949
1620299485.0543999672;-0.0384969297;-1.6224934258;1.7606052987;0.7111726849;-0.0133719509;0.0084089916;0.7028398765;1620299485.0400478840;0.0438592447;5.3103170844;2.2949645578;0.7105734103;-0.0153359039;0.0036141859;-0.7034466407;12;1620299485.001746949
1620299485.0625898838;-0.0385327293;-1.6224408685;1.7605929545;0.7111307877;-0.0130764042;0.0086455828;0.7028849581;1620299485.0544281006;0.0437075146;5.3100647637;2.2954606844;0.7107926428;-0.0155632014;0.0034674608;-0.7032208632;13;1620299485.053689653
1620299485.0804350376;-0.0386618738;-1.6223455702;1.7606180455;0.7108633025;-0.0125853796;0.0089334611;0.7031608399;1620299485.0626020432;0.0436540822;5.3099098309;2.2957359530;0.7106880718;-0.0155004968;0.0033141793;-0.7033286682;13;1620299485.053689653
1620299485.0964570045;-0.0387091511;-1.6222437911;1.7606082856;0.7107237084;-0.0122576194;0.0092679611;0.7033033954;1620299485.0804579258;0.0435674115;5.3095998154;2.2962808063;0.7107087347;-0.0154295700;0.0035291674;-0.7033083021;13;1620299485.053689653
1620299485.1047561169;-0.0387422729;-1.6221923341;1.7606163739;0.7107129759;-0.0121561295;0.0093857162;0.7033144409;1620299485.0964710712;0.0436094882;5.3092567384;2.2968632299;0.7103928347;-0.0153522207;0.0034155033;-0.7036296356;14;1620299485.079661037
1620299485.1131000519;-0.0387443097;-1.6221347970;1.7606224769;0.7107592262;-0.0120626657;0.0095828498;0.7032666517;1620299485.1047790051;0.0435116765;5.3091229494;2.2970898593;0.7105419859;-0.0155460532;0.0033401330;-0.7034751239;14;1620299485.079661037
1620299485.1215229034;-0.0387698708;-1.6220824633;1.7606154862;0.7107256930;-0.0121111284;0.0097691443;0.7032971447;1620299485.1131229401;0.0434367027;5.3089840560;2.2973477480;0.7105820408;-0.0155794404;0.0033422126;-0.7034339159;14;1620299485.079661037
1620299485.1383090019;-0.0387903318;-1.6219812977;1.7606762735;0.7107554902;-0.0122441374;0.0098345272;0.7032638171;1620299485.1215460300;0.0433960610;5.3087949097;2.2976035110;0.7105855645;-0.0153722650;0.0033364722;-0.7034349415;15;1620299485.105632445
1620299485.1463949680;-0.0387982576;-1.6219123417;1.7607224267;0.7107275831;-0.0123814309;0.0097791212;0.7032903892;1620299485.1383318901;0.0432955133;5.3085164480;2.2980737780;0.7104033461;-0.0157641957;0.0026912969;-0.7036130563;15;1620299485.105632445
1620299485.1544690132;-0.0388247900;-1.6218534433;1.7607884066;0.7107680602;-0.0124557324;0.0097313068;0.7032488330;1620299485.1464169025;0.0432583486;5.3083782669;2.2983204669;0.7104188746;-0.0158358465;0.0025510957;-0.7035962908;15;1620299485.105632445
1620299485.1628990173;-0.0388315289;-1.6217964431;1.7608762285;0.7107986809;-0.0125878692;0.0095390908;0.7032181643;1620299485.1544780731;0.0432016611;5.3082294274;2.2985511835;0.7103925756;-0.0158896511;0.0023434059;-0.7036223532;15;1620299485.105632445
1620299485.1716909409;-0.0388247125;-1.6217439826;1.7610002009;0.7108219467;-0.0126044828;0.0092773817;0.7031978508;1620299485.1629219055;0.0431804829;5.3080561576;2.2987821037;0.7103063736;-0.0159586693;0.0022506477;-0.7037081150;16;1620299485.157575045
1620299485.1873419285;-0.0387280341;-1.6216578798;1.7612907689;0.7109515872;-0.0124387284;0.0086639082;0.7030775600;1620299485.1717240810;0.0431765285;5.3078749214;2.2990004616;0.7102333639;-0.0159520695;0.0023257081;-0.7037817072;16;1620299485.157575045
1620299485.1962039471;-0.0387037567;-1.6216127062;1.7614686880;0.7109348859;-0.0121286030;0.0085038520;0.7031018201;1620299485.1873509884;0.0430824086;5.3075596067;2.2994626101;0.7102962123;-0.0160039220;0.0022003822;-0.7037175027;16;1620299485.157575045
1620299485.2048749924;-0.0386448191;-1.6215929006;1.7615804733;0.7110151823;-0.0118595341;0.0085298711;0.7030248952;1620299485.1962270737;0.0430553013;5.3074250997;2.2996693950;0.7103340902;-0.0161720387;0.0019403264;-0.7036761901;17;1620299485.183546461
1620299485.2125198841;-0.0385430950;-1.6215989397;1.7615561828;0.7111188963;-0.0118959773;0.0088578412;0.7029153148;1620299485.2048909664;0.0430318903;5.3072566283;2.2998505245;0.7102118686;-0.0162803506;0.0018969501;-0.7037971678;17;1620299485.183546461
1620299485.2204129696;-0.0384710137;-1.6215582440;1.7616286499;0.7111290945;-0.0117664170;0.0090561503;0.7029046511;1620299485.2125289440;0.0429569985;5.3070984083;2.3000691217;0.7102998564;-0.0162009397;0.0016442381;-0.7037108355;17;1620299485.183546461
1620299485.2379720211;-0.0383287671;-1.6214316472;1.7618594682;0.7111803992;-0.0111220335;0.0093401071;0.7028595184;1620299485.2204449177;0.0429174965;5.3069279038;2.3002963830;0.7102955436;-0.0160865114;0.0016520012;-0.7037177955;17;1620299485.183546461
1620299485.2546770573;-0.0381538037;-1.6213393486;1.7620511977;0.7113813279;-0.0106348323;0.0095006831;0.7026615428;1620299485.2379829884;0.0428469909;5.3065867484;2.3007195433;0.7102211631;-0.0159659082;0.0014010239;-0.7037961540;18;1620299485.235489109
1620299485.2641699314;-0.0380938492;-1.6213092510;1.7620916116;0.7113784853;-0.0105579908;0.0094367029;0.7026664416;1620299485.2546880245;0.0427602428;5.3062415383;2.3011093933;0.7101988963;-0.0160240112;0.0010931211;-0.7038178484;18;1620299485.235489109
1620299485.2798030376;-0.0378809842;-1.6211959965;1.7621051882;0.7115434512;-0.0105491194;0.0096088110;0.7024971913;1620299485.2641930580;0.0428212010;5.3060972117;2.3013685234;0.7099967825;-0.0157552114;0.0011148818;-0.7040277688;19;1620299485.261460469
1620299485.2962009907;-0.0377513904;-1.6211065155;1.7620613975;0.7115739746;-0.0108140939;0.0096604195;0.7024615365;1620299485.2798140049;0.0426421686;5.3056859603;2.3018051971;0.7103413111;-0.0155119253;0.0017160620;-0.7036843447;19;1620299485.261460469
1620299485.3046269417;-0.0376807006;-1.6210688464;1.7620062546;0.7115333546;-0.0111636084;0.0095401361;0.7024988576;1620299485.2962241173;0.0425690135;5.3053668371;2.3021947106;0.7103508858;-0.0154695515;0.0014540812;-0.7036762023;19;1620299485.261460469
1620299485.3124639988;-0.0376413939;-1.6210204644;1.7619461623;0.7115188291;-0.0115550498;0.0093166021;0.7025102402;1620299485.3046419621;0.0425412693;5.3051848528;2.3023734911;0.7104011114;-0.0155218073;0.0012298438;-0.7036247735;20;1620299485.287431861
1620299485.3212308884;-0.0375630087;-1.6209578729;1.7618456590;0.7115416046;-0.0120311177;0.0091891350;0.7024808587;1620299485.3124868870;0.0424948827;5.3050079961;2.3025794649;0.7104154066;-0.0154479074;0.0010991668;-0.7036121830;20;1620299485.287431861
1620299485.3296511173;-0.0374731615;-1.6208962691;1.7617051357;0.7115968418;-0.0125835123;0.0091438121;0.7024158175;1620299485.3212389946;0.0424592498;5.3048270036;2.3027828327;0.7103420722;-0.0154268480;0.0010818244;-0.7036867077;20;1620299485.287431861
1620299485.3466138840;-0.0374192552;-1.6207152414;1.7614557943;0.7114238449;-0.0135454872;0.0091728412;0.7025727661;1620299485.3296740055;0.0424375048;5.3046489498;2.3029625140;0.7103074239;-0.0154438823;0.0009404039;-0.7037215114;20;1620299485.287431861
1620299485.3547799587;-0.0373594912;-1.6206142520;1.7612942063;0.7113655062;-0.0140582209;0.0093012353;0.7026200752;1620299485.3466370106;0.0423975319;5.3043194019;2.3033559716;0.7103326460;-0.0155581115;0.0007987858;-0.7036937112;21;1620299485.339374637
1620299485.3629848957;-0.0372628535;-1.6205203410;1.7611337729;0.7113794419;-0.0146510141;0.0093225698;0.7025935718;1620299485.3548030853;0.0422510421;5.3041967714;2.3035298335;0.7107856419;-0.0155652438;0.0005878668;-0.7032361970;21;1620299485.339374637
1620299485.3711009026;-0.0372457597;-1.6204336215;1.7609698543;0.7112868069;-0.0151893763;0.0094315384;0.7026744675;1620299485.3630070686;0.0422418440;5.3039993056;2.3037109385;0.7107722449;-0.0155640480;0.0004342380;-0.7032498757;21;1620299485.339374637
1620299485.3802819252;-0.0370505059;-1.6203591082;1.7607623232;0.7114154185;-0.0159303947;0.0093361437;0.7025291177;1620299485.3711230755;0.0422223290;5.3038327743;2.3039083655;0.7107233551;-0.0154941191;0.0003373306;-0.7033008823;22;1620299485.365345941
1620299485.3961579800;-0.0368142547;-1.6202328013;1.7604712622;0.7113349471;-0.0170092064;0.0088852768;0.7025911555;1620299485.3803050518;0.0421930101;5.3036540305;2.3040954566;0.7107201034;-0.0154852985;0.0002467384;-0.7033044001;22;1620299485.365345941
1620299485.4048349857;-0.0366799080;-1.6201921744;1.7603774766;0.7113618882;-0.0172985676;0.0086418791;0.7025598490;1620299485.3961799145;0.0422894254;5.3032369441;2.3044782061;0.7102478995;-0.0155861930;-0.0000528107;-0.7037790768;22;1620299485.365345941
1620299485.4145650864;-0.0365959218;-1.6201167728;1.7604092397;0.7112964551;-0.0171966214;0.0083382526;0.7026322671;1620299485.4048509598;0.0422751864;5.3030717689;2.3046449369;0.7102214983;-0.0156023306;-0.0001175840;-0.7038053544;22;1620299485.365345941
1620299485.4216110706;-0.0365273647;-1.6200519739;1.7604030700;0.7112129759;-0.0171920898;0.0079805732;0.7027210296;1620299485.4145870209;0.0422508334;5.3028905410;2.3048326552;0.7101793522;-0.0155388118;-0.0002218424;-0.7038492621;23;1620299485.417288701
1620299485.4381020069;-0.0363789473;-1.6198998762;1.7605024032;0.7110405345;-0.0167759767;0.0073042474;0.7029129199;1620299485.4216339588;0.0422367816;5.3026840603;2.3050040186;0.7101300820;-0.0155388510;-0.0002760567;-0.7038989520;23;1620299485.417288701
1620299485.4463810921;-0.0362698917;-1.6198260115;1.7605401747;0.7110170075;-0.0164669132;0.0070991875;0.7029461269;1620299485.4381110668;0.0422674360;5.3023081410;2.3053624160;0.7100878773;-0.0155447390;-0.0002702670;-0.7039414000;23;1620299485.417288701
1620299485.4548718929;-0.0362277008;-1.6197366122;1.7606745785;0.7109286543;-0.0159549950;0.0068308777;0.7030499454;1620299485.4464039803;0.0422604668;5.3021785051;2.3055463959;0.7101549198;-0.0155926677;-0.0003626319;-0.7038726640;23;1620299485.417288701
1620299485.4640519619;-0.0361352777;-1.6196424412;1.7607942497;0.7109066878;-0.0153994114;0.0066718043;0.7030860733;1620299485.4548840523;0.0422652402;5.3019974154;2.3057007801;0.7100755622;-0.0157062418;-0.0003773605;-0.7039501883;24;1620299485.443260013
1620299485.4708449841;-0.0360230721;-1.6195700434;1.7608852383;0.7109170161;-0.0150545517;0.0065295022;0.7030844346;1620299485.4640760422;0.0422743340;5.3018152221;2.3058602496;0.7099944386;-0.0157757874;-0.0003054930;-0.7040304882;24;1620299485.443260013
1620299485.4793269634;-0.0358201996;-1.6194526238;1.7610620752;0.7110990975;-0.0146337384;0.0062317823;0.7029118666;1620299485.4708530903;0.0423855314;5.3016373085;2.3061412055;0.7099843191;-0.0152263028;-0.0006454319;-0.7040525617;24;1620299485.443260013
1620299485.4891641140;-0.0357278982;-1.6193884080;1.7611074547;0.7110450148;-0.0144742565;0.0062743689;0.7029694980;1620299485.4793500900;0.0423356228;5.3014579548;2.3062420903;0.7101385560;-0.0154183511;-0.0005167314;-0.7038929171;25;1620299485.469231293
1620299485.5042049885;-0.0355378317;-1.6192044352;1.7611876139;0.7109411594;-0.0147405664;0.0061450426;0.7030701402;1620299485.4891750813;0.0423885599;5.3012708281;2.3064191229;0.7099982311;-0.0153964075;-0.0004758657;-0.7040349679;25;1620299485.469231293
1620299485.5132930279;-0.0353916488;-1.6190935572;1.7612819592;0.7110377024;-0.0148661914;0.0059757586;0.7029713169;1620299485.5042169094;0.0424356413;5.3009618282;2.3067173575;0.7100381138;-0.0156378913;-0.0004847681;-0.7039894163;25;1620299485.469231293
1620299485.5209009647;-0.0353151364;-1.6189736546;1.7613696184;0.7109934834;-0.0149942279;0.0058218536;0.7030146127;1620299485.5133149624;0.0424385964;5.3007781247;2.3068591025;0.7100684932;-0.0156207619;-0.0004988682;-0.7039591451;25;1620299485.469231293
1620299485.5295550823;-0.0352382138;-1.6188706794;1.7615063180;0.7109837566;-0.0150844320;0.0054805884;0.7030252634;1620299485.5209140778;0.0424690068;5.3005961820;2.3069920134;0.7101050015;-0.0156137482;-0.0005324797;-0.7039224490;26;1620299485.521174005
1620299485.5461599827;-0.0350493010;-1.6186992331;1.7617709607;0.7111105830;-0.0149673823;0.0048371548;0.7029042027;1620299485.5295779705;0.0424848161;5.3004257207;2.3071361590;0.7100825497;-0.0157350367;-0.0003215943;-0.7039425245;26;1620299485.521174005
1620299485.5547509193;-0.0349313948;-1.6186003329;1.7619167880;0.7111544202;-0.0149003891;0.0045105930;0.7028634459;1620299485.5461831093;0.0425187365;5.3000846759;2.3074138811;0.7101119443;-0.0158733059;-0.0003863091;-0.7039097353;26;1620299485.521174005
1620299485.5628700256;-0.0348836344;-1.6185236938;1.7620515769;0.7110875572;-0.0147144665;0.0045084488;0.7029350214;1620299485.5547730923;0.0425528180;5.2999177802;2.3075456782;0.7100822124;-0.0159255968;-0.0003225716;-0.7039385789;27;1620299485.547145421
1620299485.5710608959;-0.0347904051;-1.6184163575;1.7621733111;0.7110775047;-0.0145676980;0.0044426544;0.7029486662;1620299485.5628778934;0.0425922748;5.2997324577;2.3076699596;0.7100552217;-0.0159959184;-0.0002153813;-0.7039642508;27;1620299485.547145421
1620299485.5792160034;-0.0346934923;-1.6183207394;1.7622863398;0.7110361167;-0.0143925465;0.0045132473;0.7029936884;1620299485.5710690022;0.0426255057;5.2995671417;2.3078276860;0.7100707110;-0.0159539632;-0.0002192263;-0.7039495780;27;1620299485.547145421
1620299485.5875980854;-0.0345458033;-1.6182289812;1.7623808457;0.7110698482;-0.0141607704;0.0045487156;0.7029640480;1620299485.5792460442;0.0426440823;5.2994101696;2.3079608221;0.7100879855;-0.0160210147;-0.0001389296;-0.7039306504;27;1620299485.547145421
1620299485.6058979034;-0.0342478744;-1.6180334655;1.7626204883;0.7113033202;-0.0133224613;0.0046300790;0.7027436667;1620299485.5876059532;0.0427114202;5.2991761351;2.3080663270;0.7100680174;-0.0161180993;-0.0002638825;-0.7039485407;28;1620299485.573116781
1620299485.6383430958;-0.0336719057;-1.6176132457;1.7628895408;0.7116674754;-0.0121271262;0.0054250039;0.7023908503;1620299485.6059210300;0.0427752160;5.2989200880;2.3083098593;0.7100933880;-0.0162758911;-0.0002369899;-0.7039193274;29;1620299485.625059445
1620299485.6470479965;-0.0335728494;-1.6175740543;1.7628434193;0.7116737682;-0.0122373054;0.0056943578;0.7023804314;1620299485.6383650303;0.0428271515;5.2983658358;2.3087577992;0.7099926774;-0.0165119154;-0.0001856345;-0.7040154261;29;1620299485.625059445
1620299485.6636829376;-0.0333955288;-1.6173523340;1.7629010655;0.7117451284;-0.0124603078;0.0053682407;0.7023067670;1620299485.6470708847;0.0428502832;5.2982249731;2.3088469132;0.7100134658;-0.0165724094;-0.0002577785;-0.7039930164;29;1620299485.625059445
1620299485.6697819233;-0.0333328102;-1.6172606804;1.7629134009;0.7118107573;-0.0126984097;0.0051296027;0.7022377684;1620299485.6636929512;0.0429166348;5.2979857086;2.3090413866;0.7099404746;-0.0168394575;-0.0000784756;-0.7040603305;30;1620299485.651030869
1620299485.6868441105;-0.0331788079;-1.6170636830;1.7629827619;0.7118071164;-0.0132072009;0.0045435190;0.7022361108;1620299485.6697928905;0.0429150420;5.2978544418;2.3091365874;0.7099822566;-0.0167797190;-0.0002125841;-0.7040195957;30;1620299485.651030869
1620299485.7120308876;-0.0329711595;-1.6168269863;1.7630658624;0.7116975085;-0.0137268497;0.0039121873;0.7023410317;1620299485.6868638992;0.0430003395;5.2975413282;2.3093250493;0.7098293375;-0.0168986724;-0.0000920802;-0.7041709580;31;1620299485.702973597
1620299485.7199659348;-0.0329296679;-1.6167554854;1.7631172446;0.7115841235;-0.0138379462;0.0038506676;0.7024540688;1620299485.7120399475;0.0431510739;5.2971186643;2.3095664259;0.7099468771;-0.0171821258;-0.0000992191;-0.7040455926;31;1620299485.702973597
1620299485.7365820408;-0.0328056858;-1.6166407891;1.7632241633;0.7114476174;-0.0137296205;0.0039150419;0.7025940917;1620299485.7199769020;0.0431716830;5.2969833793;2.3096200319;0.7100495894;-0.0172597019;-0.0001082590;-0.7039401051;31;1620299485.702973597
1620299485.7456989288;-0.0327249541;-1.6165823733;1.7633152950;0.7114366366;-0.0135805789;0.0039260862;0.7026080457;1620299485.7365930080;0.0433481290;5.2966945082;2.3098178050;0.7099971023;-0.0170330322;-0.0003780634;-0.7039984714;32;1620299485.728944837
1620299485.7535181046;-0.0326427720;-1.6165327763;1.7634382328;0.7113990304;-0.0133874782;0.0038637177;0.7026501737;1620299485.7457098961;0.0432851082;5.2967026363;2.3098895814;0.7100999170;-0.0171479955;-0.0000615218;-0.7038920729;32;1620299485.728944837
