CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_frameID;Image_framestamp(epoch)
1617611355.206457824;-0.140226;0.447432;1.79219;0.719725;-0.00200383;-0.0042859;0.694243;1617611355.206526612;-0.0365587;5.9004;1.60994;0.701201;0.00898747;0.0127728;-0.712792;1;1617611355.084274150
1617611355.406423307;-0.140471;0.447721;1.79166;0.7187;-0.00202952;-0.00632621;0.695289;1617611355.406469604;-0.0365735;5.9004;1.60994;0.70122;0.00899883;0.0127733;-0.712774;2;1617611355.192439174
1617611355.506452769;-0.140655;0.447821;1.79145;0.718311;-0.000287035;-0.00256116;0.695717;1617611355.506534685;-0.0365527;5.9004;1.60994;0.701208;0.00897888;0.0127698;-0.712785;3;1617611355.330009534
1617611355.606396166;-0.140707;0.44801;1.79094;0.718957;-0.00327313;-0.00550454;0.695025;1617611355.606427668;-0.0365236;5.90039;1.60993;0.701187;0.00894677;0.012754;-0.712807;4;1617611355.441971585
1617611355.706426050;-0.141127;0.448242;1.79118;0.719169;-0.00165974;-0.00615339;0.694806;1617611355.706461419;-0.0365223;5.9004;1.60993;0.70119;0.00894227;0.0127465;-0.712804;5;1617611355.580651665
1617611355.906427571;-0.141903;0.448535;1.79018;0.719258;-0.0027097;-0.00474599;0.694722;1617611355.906438762;-0.0365407;5.9004;1.60994;0.701195;0.00896663;0.0127615;-0.712799;6;1617611355.692095656
1617611356.006416961;-0.142394;0.448715;1.79021;0.719512;-0.00347158;-0.00646249;0.694441;1617611356.006523484;-0.0365301;5.9004;1.60993;0.701201;0.00896244;0.0127605;-0.712793;7;1617611355.837742857
1617611356.106429918;-0.1434;0.448944;1.79067;0.718003;0.000470836;-0.0042101;0.696027;1617611356.106460869;-0.0365478;5.90039;1.60994;0.701208;0.00898612;0.0127742;-0.712786;8;1617611355.944380652
1617611356.206455008;-0.143912;0.449025;1.79091;0.718508;-0.000709403;-0.00401823;0.695507;1617611356.206483139;-0.0365593;5.9004;1.60995;0.701217;0.00899422;0.0127708;-0.712777;9;1617611356.083140792
1617611356.406450525;-0.144762;0.44897;1.79031;0.718204;-0.000476159;-0.0044202;0.695818;1617611356.406491079;-0.0365155;5.9004;1.60993;0.701179;0.00894469;0.0127581;-0.712815;10;1617611356.192148114
1617611356.506367093;-0.145114;0.448875;1.79071;0.718357;-0.00201599;-0.0041355;0.695659;1617611356.506386369;-0.0365119;5.90041;1.60994;0.701183;0.00893965;0.0127511;-0.712812;11;1617611356.327145498
1617611356.606434160;-0.145132;0.448766;1.79095;0.718533;-2.04602e-05;-0.002561;0.695488;1617611356.606461553;-0.036523;5.90041;1.60993;0.701195;0.0089526;0.0127576;-0.712799;12;1617611356.442330219
1617611356.706419641;-0.145087;0.448864;1.79029;0.718971;-0.00433737;-0.00452232;0.695012;1617611356.706449272;-0.0365535;5.90039;1.60994;0.701213;0.00898233;0.0127689;-0.712781;13;1617611356.584150907
1617611356.906478621;-0.145704;0.449088;1.79181;0.718128;0.00166671;-0.00441226;0.695895;1617611356.906489455;-0.0365386;5.90036;1.60993;0.701195;0.00897444;0.0127715;-0.712799;14;1617611356.691998488
