CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_frameID;Image_framestamp(epoch)
1617629268.705974500;-0.0714012;0.312285;1.77689;0.715065;-0.00121155;-0.00500999;0.699038;1617629268.706016692;-0.16277;5.77097;1.61494;0.710276;0.00989883;0.0137827;-0.703719;1;1617629268.590651937
1617629268.906065445;-0.0710452;0.312224;1.77697;0.715731;-0.00234047;-0.0066291;0.698341;1617629268.906114637;-0.162776;5.77097;1.61494;0.710268;0.00989026;0.0137853;-0.703727;2;1617629268.716778977
1617629269.006133640;-0.0711685;0.312344;1.77766;0.714948;0.00111292;-0.00528612;0.699157;1617629269.006280244;-0.16278;5.77099;1.61494;0.710275;0.00988462;0.013774;-0.70372;3;1617629268.840316246
1617629269.106103521;-0.0712227;0.312457;1.777;0.714734;-0.00227734;-0.00509165;0.699374;1617629269.106132288;-0.162789;5.77097;1.61494;0.71027;0.00989712;0.0137871;-0.703725;4;1617629268.966047370
1617629269.205965624;-0.0709744;0.31251;1.77699;0.714665;-0.00206684;-0.00506268;0.699446;1617629269.205987725;-0.16278;5.77096;1.61493;0.71027;0.00990125;0.0137904;-0.703725;5;1617629269.090342132
1617629269.405993190;-0.0708591;0.312563;1.77757;0.714974;-0.00067685;-0.00573028;0.699127;1617629269.406034263;-0.162771;5.77093;1.61492;0.710268;0.00989902;0.0137887;-0.703727;6;1617629269.215884744
1617629269.506097093;-0.0708286;0.312733;1.77692;0.714196;-0.00162373;-0.00284065;0.699938;1617629269.506145897;-0.162788;5.77096;1.61494;0.71027;0.00989839;0.0137872;-0.703725;7;1617629269.340738264
1617629269.606075183;-0.0702978;0.312897;1.77737;0.715665;-0.00236701;-0.00651657;0.69841;1617629269.606096243;-0.162797;5.77098;1.61494;0.710278;0.00988944;0.0137804;-0.703717;8;1617629269.465661232
1617629269.706044205;-0.0703219;0.31324;1.77791;0.714868;-0.000959397;-0.00602105;0.699233;1617629269.706082778;-0.162782;5.77098;1.61495;0.710277;0.00989198;0.0137831;-0.703718;9;1617629269.590521769
1617629269.886062010;-0.0701548;0.313334;1.77783;0.7147;0.00168117;-0.00453996;0.699414;1617629269.886109047;-0.162772;5.77093;1.61493;0.710266;0.00989494;0.0137912;-0.703729;10;1617629269.716972426
1617629270.006033836;-0.0696727;0.313403;1.77602;0.714589;-0.00415406;-0.00347907;0.699523;1617629270.006078057;-0.162771;5.77093;1.61492;0.710255;0.00988591;0.0137883;-0.70374;11;1617629269.840512765
1617629270.106149116;-0.0690736;0.313724;1.77631;0.714488;-0.00265343;-0.00467804;0.699627;1617629270.106189657;-0.162793;5.77096;1.61494;0.710269;0.00989233;0.0137912;-0.703725;12;1617629269.965345638
1617629270.205978017;-0.0686682;0.314328;1.77693;0.714641;-0.00335853;-0.00618016;0.699456;1617629270.206062339;-0.162801;5.77098;1.61495;0.710288;0.00991172;0.0137896;-0.703706;13;1617629270.090487972
1617629270.406053325;-0.0683618;0.315117;1.77973;0.714578;0.00313101;-0.00573716;0.699526;1617629270.406085887;-0.162771;5.77097;1.61493;0.710258;0.00987869;0.0137822;-0.703737;14;1617629270.215282238
1617629270.506032319;-0.0682118;0.315003;1.77938;0.715495;0.000133435;-0.00564335;0.698595;1617629270.506095431;-0.162757;5.77095;1.61491;0.710249;0.00987123;0.0137818;-0.703747;15;1617629270.340857643
1617629270.606080090;-0.0680018;0.314541;1.7787;0.714299;0.00100303;-0.00272153;0.699834;1617629270.606114096;-0.16277;5.77095;1.61492;0.710264;0.00988723;0.0137863;-0.703731;16;1617629270.465563266
1617629270.705986816;-0.0673636;0.314362;1.77764;0.714614;-0.00424671;-0.00389922;0.699495;1617629270.706030536;-0.162805;5.77095;1.61494;0.710278;0.00991528;0.0138004;-0.703716;17;1617629270.590838757
1617629270.906025306;-0.0659179;0.315439;1.77865;0.714749;-0.00345482;-0.00724805;0.699335;1617629270.906066690;-0.162786;5.77099;1.61494;0.710277;0.00990553;0.0137925;-0.703717;18;1617629270.716639099
1617629271.006171303;-0.0657879;0.316558;1.78001;0.714383;-0.00184941;-0.00734053;0.699714;1617629271.006196171;-0.162781;5.77098;1.61494;0.710268;0.00988016;0.0137798;-0.703727;19;1617629270.842579773
1617629271.106089368;-0.0656448;0.317256;1.78144;0.714913;0.000591984;-0.00827382;0.699164;1617629271.106108200;-0.162775;5.77097;1.61493;0.710265;0.00988045;0.0137809;-0.70373;20;1617629270.966768904
1617629271.206023950;-0.0659137;0.317646;1.78209;0.71466;0.00126886;-0.00656501;0.69944;1617629271.206062263;-0.162774;5.77099;1.61494;0.710265;0.00988717;0.0137817;-0.70373;21;1617629271.090490871
1617629271.406024565;-0.0658495;0.317291;1.78125;0.71438;0.000740202;-0.00299351;0.699752;1617629271.406062555;-0.162785;5.77098;1.61493;0.710265;0.00989861;0.0137954;-0.70373;22;1617629271.217002011
1617629271.505977982;-0.0655877;0.317313;1.77986;0.714643;-0.00439171;-0.00369278;0.699466;1617629271.506052481;-0.162787;5.77098;1.61493;0.710272;0.00990678;0.0137911;-0.703722;23;1617629271.341004253
1617629271.585974631;-0.0651519;0.31744;1.78007;0.714746;-0.00289779;-0.00538237;0.699357;1617629271.586008625;-0.162788;5.77097;1.61494;0.710272;0.00990653;0.0137889;-0.703722;24;1617629271.466385418
1617629271.696187840;-0.0648642;0.318023;1.78062;0.714848;-0.00250602;-0.00775131;0.699232;1617629271.696204184;-0.162803;5.77099;1.61495;0.710291;0.0099107;0.0137934;-0.703703;25;1617629271.591511710
1617629271.905946004;-0.0653892;0.31868;1.78012;0.714277;-0.000967656;-0.00483898;0.699845;1617629271.905964762;-0.162787;5.771;1.61494;0.710282;0.00988831;0.013781;-0.703713;26;1617629271.715931742
1617629272.006035829;-0.0655846;0.318668;1.7794;0.714602;-0.00140109;-0.00563275;0.699507;1617629272.006080359;-0.16277;5.77098;1.61493;0.710268;0.00987694;0.0137775;-0.703728;27;1617629271.840796941
1617629272.106073486;-0.065764;0.318757;1.77937;0.715093;-0.00160021;-0.00670953;0.698995;1617629272.106151316;-0.162768;5.771;1.61493;0.710279;0.00988206;0.0137727;-0.703716;28;1617629271.965628536
1617629272.205970187;-0.0659979;0.318859;1.7791;0.714417;0.00147642;-0.00439608;0.699705;1617629272.206063465;-0.162783;5.77099;1.61494;0.710291;0.00990023;0.0137827;-0.703704;29;1617629272.091930891
1617629272.406011875;-0.0660904;0.319428;1.77695;0.714338;-0.00283253;-0.00482382;0.699778;1617629272.406036391;-0.162799;5.77102;1.61495;0.71029;0.00989931;0.0137822;-0.703705;30;1617629272.215243057
1617629272.506014288;-0.0660302;0.319824;1.77754;0.714925;-0.0019504;-0.00768422;0.699156;1617629272.506042017;-0.162776;5.77103;1.61494;0.710276;0.0098817;0.0137752;-0.703719;31;1617629272.340327546
1617629272.606062537;-0.0664269;0.320358;1.77783;0.714654;-0.000918114;-0.00633972;0.699449;1617629272.606083383;-0.162779;5.771;1.61494;0.710276;0.00989576;0.0137863;-0.703719;32;1617629272.467271075
1617629272.706034055;-0.0667897;0.32063;1.77825;0.715375;-0.000172183;-0.00792656;0.698696;1617629272.706042225;-0.162784;5.77097;1.61494;0.710267;0.00989009;0.0137898;-0.703727;33;1617629272.590867276
1617629272.905985425;-0.0674166;0.320682;1.77648;0.714797;-0.0020403;-0.00448123;0.699314;1617629272.906006882;-0.162783;5.77098;1.61493;0.710282;0.00990307;0.0137869;-0.703712;34;1617629272.715544562
1617629273.006091118;-0.0674;0.320925;1.77614;0.714234;-0.00314543;-0.00419994;0.699887;1617629273.006116576;-0.162796;5.77101;1.61494;0.710293;0.00990744;0.0137862;-0.703701;35;1617629272.840867618
1617629273.106128333;-0.0669831;0.321306;1.77707;0.715514;-0.00254552;-0.0084648;0.698543;1617629273.106182815;-0.162792;5.771;1.61495;0.710287;0.00990461;0.013786;-0.703707;36;1617629272.965380946
1617629273.206014737;-0.0672524;0.321765;1.77787;0.714337;0.00209021;-0.00636777;0.69977;1617629273.206115666;-0.162762;5.77098;1.61493;0.710263;0.00987626;0.0137776;-0.703732;37;1617629273.090216080
