CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_frameID;Image_framestamp(epoch)
1617637066.955602200;-0.0693777;0.273608;1.75811;0.71003;-0.00264493;-0.00777056;0.704123;1617637066.955613901;-0.16292;5.77047;1.61487;0.710325;0.00949685;0.0133849;-0.703683;1;1617637066.811601451
1617637067.055536671;-0.069891;0.273723;1.75823;0.708772;-0.00191087;-0.00792775;0.705391;1617637067.055560193;-0.16294;5.77047;1.61488;0.710332;0.00951597;0.0133923;-0.703675;2;1617637066.936733672
1617637067.255562376;-0.0712987;0.273368;1.76097;0.708659;0.00372871;-0.0038837;0.705531;1617637067.255644860;-0.162902;5.77047;1.61486;0.710305;0.00946875;0.013374;-0.703703;3;1617637067.061683806
1617637067.355598539;-0.0716228;0.272778;1.76197;0.708768;0.00246281;-0.00339337;0.705429;1617637067.355640680;-0.162905;5.77046;1.61485;0.710308;0.00948194;0.0133796;-0.7037;4;1617637067.186710569
1617637067.455606602;-0.0714692;0.272374;1.76134;0.708769;-0.00146636;-0.00237266;0.705435;1617637067.455750207;-0.162918;5.77046;1.61486;0.710314;0.00949587;0.0133873;-0.703694;5;1617637067.312036422
1617637067.555475059;-0.0708872;0.271991;1.76155;0.709711;-0.00302986;-0.00735842;0.704448;1617637067.555506744;-0.162921;5.77045;1.61486;0.710313;0.00949943;0.013392;-0.703695;6;1617637067.437513258
1617637067.755774294;-0.0715116;0.271962;1.76173;0.708658;-0.00190474;-0.00556142;0.705527;1617637067.755823649;-0.162904;5.7705;1.61487;0.710325;0.00948138;0.0133717;-0.703683;7;1617637067.561478261
1617637067.855593252;-0.0716765;0.271931;1.76263;0.709033;-0.00066498;-0.00710066;0.705139;1617637067.855638846;-0.162899;5.7705;1.61486;0.710317;0.00947896;0.013374;-0.703691;8;1617637067.686599076
1617637067.945617119;-0.0719858;0.271934;1.76287;0.708462;0.00190318;-0.00340567;0.705738;1617637067.945632113;-0.162913;5.77046;1.61486;0.710318;0.00949645;0.0133886;-0.703689;9;1617637067.811692554
1617637068.055512576;-0.0721268;0.272074;1.76284;0.709246;-0.00122175;-0.00631136;0.704932;1617637068.055559248;-0.162902;5.77045;1.61486;0.710315;0.00949671;0.0133871;-0.703693;10;1617637067.936670441
1617637068.255634821;-0.0725924;0.272551;1.76371;0.708219;0.000425725;-0.00583504;0.705969;1617637068.255692201;-0.162916;5.77044;1.61486;0.710318;0.00950073;0.013393;-0.70369;11;1617637068.061666852
1617637068.355555460;-0.0723127;0.272625;1.76399;0.709097;0.00114836;-0.00552555;0.705088;1617637068.355602562;-0.162904;5.77047;1.61486;0.710317;0.00948751;0.0133799;-0.703691;12;1617637068.186823589
1617637068.455599054;-0.0723442;0.272715;1.7634;0.708991;-0.00182775;-0.00746171;0.705176;1617637068.455630173;-0.16291;5.77048;1.61487;0.710322;0.00948871;0.0133796;-0.703686;13;1617637068.311523299
1617637068.555533207;-0.0724579;0.272645;1.7639;0.709133;-0.000163685;-0.00819295;0.705027;1617637068.555557743;-0.162899;5.77049;1.61487;0.710319;0.00949021;0.0133824;-0.703688;14;1617637068.436911434
1617637068.755607052;-0.0727722;0.272249;1.76352;0.708737;-0.000413484;-0.00489378;0.705456;1617637068.755733463;-0.16292;5.77046;1.61486;0.710314;0.00949135;0.0133878;-0.703694;15;1617637068.561660376
1617637068.855579693;-0.0725473;0.272078;1.76271;0.709465;-0.00201105;-0.00698729;0.704703;1617637068.855638212;-0.162895;5.77046;1.61486;0.710302;0.00946843;0.013376;-0.703706;16;1617637068.686454489
1617637068.955580754;-0.0727854;0.2719;1.76258;0.708828;-0.000813505;-0.007953;0.705336;1617637068.955613140;-0.162894;5.77048;1.61487;0.710314;0.00947816;0.0133769;-0.703694;17;1617637068.811587295
1617637069.055476580;-0.0732287;0.271469;1.76329;0.708761;0.00263899;-0.0056804;0.705421;1617637069.055487455;-0.162904;5.7705;1.61487;0.710319;0.00948281;0.0133763;-0.703688;18;1617637068.936780578
1617637069.255557928;-0.0732938;0.270928;1.76245;0.709067;0.000292189;-0.00257682;0.705137;1617637069.255591691;-0.162914;5.77048;1.61487;0.710327;0.0094983;0.0133838;-0.703681;19;1617637069.061403300
1617637069.355535302;-0.07292;0.270984;1.76194;0.709224;-0.00278759;-0.00616151;0.704951;1617637069.355567945;-0.162917;5.77046;1.61487;0.710321;0.00949575;0.0133827;-0.703687;20;1617637069.187850138
