CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_frameID;Image_framestamp(epoch)
1617613844.428656425;-0.142102;0.468693;1.77227;0.715459;0.00178597;-0.00484777;0.698636;1617613844.428691047;-0.0364218;5.90112;1.61007;0.701241;0.0095878;0.0132099;-0.712737;1;1617613844.287202810
1617613844.628555050;-0.142731;0.466781;1.77475;0.715223;0.00176155;-0.00404029;0.698882;1617613844.628596558;-0.0364886;5.90102;1.60999;0.701198;0.00953046;0.0132454;-0.71278;2;1617613844.412189662
1617613844.728647897;-0.14253;0.465553;1.77512;0.714795;-7.48214e-05;-0.00247487;0.699329;1617613844.728732660;-0.0364487;5.90103;1.60998;0.70117;0.00948679;0.0132231;-0.712808;3;1617613844.537123469
1617613844.828585330;-0.141471;0.464301;1.77523;0.715341;0.00071903;-0.00209803;0.698772;1617613844.828594104;-0.0364592;5.90103;1.60998;0.701167;0.00947689;0.013223;-0.712811;4;1617613844.661989694
1617613844.928656381;-0.140388;0.463446;1.77382;0.71553;-0.00403498;-0.00335595;0.698562;1617613844.928687556;-0.0364805;5.90102;1.60999;0.701182;0.00951186;0.0132383;-0.712796;5;1617613844.786915224
1617613845.128596878;-0.138893;0.462489;1.77208;0.715894;-0.00230888;-0.00752986;0.698165;1617613845.128633403;-0.036492;5.90104;1.60999;0.7012;0.00952977;0.0132442;-0.712777;6;1617613844.912321173
1617613845.178716103;-0.138917;0.462279;1.77155;0.715781;-0.00138681;-0.00674137;0.698291;1617613845.178731506;-0.0364875;5.90104;1.60999;0.701196;0.00952186;0.0132403;-0.712782;7;1617613845.037600988
1617613845.288640972;-0.139055;0.461635;1.77151;0.71531;0.00104575;-0.00544228;0.698785;1617613845.288653691;-0.0364774;5.90103;1.60997;0.701183;0.00951674;0.0132401;-0.712795;8;1617613845.162690260
1617613845.388564523;-0.138874;0.460701;1.77151;0.714822;0.00305678;-0.00167424;0.699298;1617613845.388576560;-0.036423;5.9011;1.61005;0.701227;0.00959335;0.013211;-0.712752;9;1617613845.287779049
1617613845.578780836;-0.137362;0.459086;1.76986;0.715342;-0.00329372;-0.00127016;0.698766;1617613845.578818115;-0.0364874;5.90103;1.61001;0.701181;0.00952336;0.0132387;-0.712797;10;1617613845.411942026
