CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_frameID;Image_framestamp(epoch)
1617621063.575163196;-0.181527;0.309227;1.7729;0.707198;-0.000726241;-0.00720208;0.706979;1617621063.575190100;-0.162888;5.77048;1.61497;0.710222;0.00961884;0.0134915;-0.703783;1;1617621063.411173446
1617621063.775146930;-0.181077;0.309984;1.77276;0.707066;-0.00133236;-0.00680359;0.707114;1617621063.775222646;-0.16291;5.77045;1.61498;0.710229;0.00964167;0.0135016;-0.703775;2;1617621063.549073052
1617621063.875134201;-0.180838;0.310319;1.77345;0.706796;0.00134727;-0.00561021;0.707394;1617621063.875236248;-0.162901;5.77044;1.61497;0.71023;0.00964521;0.0135036;-0.703774;3;1617621063.660489588
1617621063.975154399;-0.180704;0.310733;1.77272;0.706712;-0.0021511;-0.00591955;0.707473;1617621063.975255246;-0.162872;5.77047;1.61497;0.710221;0.00961413;0.0134849;-0.703784;4;1617621063.792987357
1617621064.075102222;-0.180291;0.311085;1.77257;0.706263;-0.00170638;-0.00528338;0.707928;1617621064.075138141;-0.162869;5.77048;1.61497;0.710214;0.00959812;0.0134759;-0.703791;5;1617621063.910177084
1617621064.175247470;-0.179726;0.311496;1.7729;0.707086;-0.00165781;-0.00687098;0.707092;1617621064.175272899;-0.162886;5.77048;1.61497;0.710224;0.00960894;0.0134795;-0.703781;6;1617621064.045901324
1617621064.375130717;-0.17977;0.312275;1.77327;0.706028;0.00299865;-0.00448316;0.708163;1617621064.375220563;-0.162893;5.77045;1.61496;0.71022;0.00963762;0.0135052;-0.703784;7;1617621064.159947989
1617621064.475145682;-0.179441;0.312421;1.77186;0.706784;-0.00280852;-0.00452604;0.70741;1617621064.475185219;-0.162889;5.77045;1.61496;0.710222;0.00964355;0.0135073;-0.703782;8;1617621064.296498964
1617621064.575177447;-0.179013;0.312745;1.77167;0.706169;-0.00241101;-0.00449752;0.708024;1617621064.575272788;-0.162902;5.77046;1.61497;0.710225;0.00964298;0.0135044;-0.703779;9;1617621064.410812080
1617621064.675182008;-0.178524;0.313283;1.77216;0.707149;-0.00286524;-0.00736554;0.707021;1617621064.675205420;-0.162905;5.77047;1.61498;0.710228;0.00963168;0.013498;-0.703776;10;1617621064.544519316
1617621064.875189763;-0.178566;0.314785;1.77252;0.706699;-0.00120859;-0.00593352;0.707488;1617621064.875308237;-0.162899;5.77049;1.61498;0.710237;0.00963669;0.0134959;-0.703767;11;1617621064.668000045
1617621064.975129643;-0.178411;0.315226;1.77254;0.70648;-0.000648155;-0.00493981;0.707715;1617621064.975138034;-0.162904;5.77046;1.61497;0.710232;0.00964468;0.0135035;-0.703772;12;1617621064.784904810
1617621065.075240555;-0.178211;0.315581;1.77296;0.70696;-0.00221829;-0.00667101;0.707219;1617621065.075292227;-0.162906;5.77046;1.61497;0.710228;0.00965562;0.0135126;-0.703776;13;1617621064.926800095
1617621065.175260032;-0.178387;0.315966;1.77415;0.706603;0.000122277;-0.00757844;0.70757;1617621065.175298409;-0.162893;5.77047;1.61498;0.710224;0.00963157;0.0134989;-0.70378;14;1617621065.035857174
1617621065.375251039;-0.178152;0.316045;1.77406;0.70643;7.82582e-05;-0.00503245;0.707765;1617621065.375267915;-0.16289;5.77048;1.61496;0.71023;0.00962583;0.013488;-0.703775;15;1617621065.169433172
1617621065.475140119;-0.178063;0.316119;1.77378;0.7064;-0.00269971;-0.00537523;0.707787;1617621065.475221885;-0.162904;5.77047;1.61497;0.71023;0.00963177;0.0134952;-0.703775;16;1617621065.285621722
1617621065.575152037;-0.177679;0.316185;1.77445;0.70774;-0.00155186;-0.00836321;0.706422;1617621065.575240535;-0.162885;5.77049;1.61497;0.710219;0.00961889;0.013494;-0.703786;17;1617621065.419528019
1617621065.675153755;-0.178134;0.31616;1.7748;0.705892;0.00217398;-0.0062932;0.708288;1617621065.675212872;-0.162888;5.77047;1.61496;0.710213;0.00962386;0.0134983;-0.703791;18;1617621065.541138465
1617621065.875171516;-0.177665;0.315829;1.77386;0.706925;-0.00198199;-0.00739221;0.707247;1617621065.875183647;-0.162905;5.77048;1.61497;0.710227;0.00964554;0.0135051;-0.703778;19;1617621065.660308092
