CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_frameID;Image_framestamp(epoch)
1617267992.468036263;-0.380042;-0.0254579;1.72836;0.707909;-0.0020354;-0.0030524;0.706294;1617267992.468079273;-0.0380764;5.89992;1.61184;0.701778;0.0095154;0.0132216;-0.712209;1;1617267992.389996730
1617267992.628141459;-0.379804;-0.0256207;1.72817;0.708716;-0.00287971;-0.00702947;0.705453;1617267992.628184515;-0.0380491;5.89988;1.61183;0.701752;0.00949105;0.0132072;-0.712236;2;1617267992.510647097
1617267992.728097140;-0.380107;-0.0256404;1.72806;0.70726;0.000382782;-0.00330657;0.706945;1617267992.728134552;-0.0380992;5.90007;1.61188;0.701827;0.00941362;0.0130914;-0.712164;3;1617267992.612935007
1617267992.818003479;-0.38013;-0.0256547;1.72732;0.708083;-0.00462832;-0.00420317;0.706101;1617267992.818025747;-0.0381627;5.90008;1.61187;0.701854;0.00944458;0.0131299;-0.712137;4;1617267992.743175501
1617267992.968043018;-0.380452;-0.0255017;1.72921;0.708089;0.00270629;-0.00608635;0.706092;1617267992.968068533;-0.0380793;5.89992;1.61185;0.701777;0.00952576;0.0132269;-0.71221;5;1617267992.846864250
1617267993.068014658;-0.380789;-0.0257616;1.72816;0.707442;-0.00122373;-0.00381253;0.70676;1617267993.068063331;-0.0380724;5.89991;1.61184;0.701767;0.00951148;0.013226;-0.71222;6;1617267992.965636519
1617267993.168008208;-0.38067;-0.0261121;1.72813;0.70862;-0.00364264;-0.00663243;0.70555;1617267993.168013210;-0.0380796;5.89988;1.61185;0.701768;0.00952965;0.0132281;-0.712219;7;1617267993.067271321
1617267993.268027152;-0.381021;-0.0262699;1.72839;0.708176;-0.00291677;-0.00554051;0.706008;1617267993.268035737;-0.0380807;5.89986;1.61184;0.70176;0.00952671;0.0132363;-0.712226;8;1617267993.175936597
1617267993.368130394;-0.381416;-0.0266025;1.72886;0.70761;0.00194571;-0.0030019;0.706594;1617267993.368152064;-0.0380738;5.89986;1.61184;0.701755;0.00952026;0.0132342;-0.712232;9;1617267993.276511552
1617267993.458044103;-0.381446;-0.0266053;1.72788;0.708278;-0.00472795;-0.00342924;0.705909;1617267993.458111021;-0.0380981;5.90012;1.61191;0.701835;0.00940829;0.0130768;-0.712157;10;1617267993.399358130
1617267993.628079595;-0.381457;-0.0263099;1.72875;0.708167;-0.00163535;-0.00408163;0.706031;1617267993.628112107;-0.0381201;5.90014;1.61191;0.701851;0.00944149;0.0130864;-0.712141;11;1617267993.502861920
1617267993.727960030;-0.381422;-0.0260767;1.72883;0.707944;-0.00143373;-0.00558765;0.706245;1617267993.728000140;-0.0380905;5.89989;1.61185;0.701781;0.00953555;0.01322;-0.712206;12;1617267993.626733201
1617267993.828009900;-0.38159;-0.0261668;1.72823;0.707847;-0.0017513;-0.00742908;0.706325;1617267993.828120313;-0.0380754;5.8999;1.61185;0.701766;0.00952229;0.0132232;-0.712221;13;1617267993.728856873
1617267993.968014335;-0.382086;-0.0262789;1.72847;0.707267;0.00203883;-0.00489429;0.706927;1617267993.968042758;-0.0381856;5.89982;1.61189;0.701815;0.00967328;0.0133083;-0.712169;14;1617267993.854021841
1617267994.067993376;-0.382127;-0.0264223;1.7262;0.707125;-0.00275035;-0.000105217;0.707083;1617267994.067998106;-0.038108;5.90011;1.61189;0.701832;0.00941784;0.0130935;-0.71216;15;1617267993.956909847
1617267994.168026882;-0.381741;-0.0263674;1.7257;0.70839;-0.00437443;-0.00570991;0.705784;1617267994.168058206;-0.0381346;5.9001;1.6119;0.701849;0.00945469;0.0131046;-0.712143;16;1617267994.073297045
1617267994.267979006;-0.381823;-0.0257756;1.72553;0.708683;-0.00362753;-0.00698106;0.705483;1617267994.268005040;-0.0380893;5.89988;1.61184;0.701778;0.00952938;0.0132298;-0.712209;17;1617267994.174664813
1617267994.428104975;-0.382847;-0.0252164;1.72648;0.706975;-0.000442363;-0.00470802;0.707223;1617267994.428148013;-0.0380121;5.89995;1.61193;0.701787;0.00959139;0.0131887;-0.7122;18;1617267994.305327698
1617267994.527997356;-0.382871;-0.025049;1.72764;0.707821;0.00119482;-0.00488669;0.706373;1617267994.528016586;-0.0380655;5.8999;1.61183;0.701758;0.00950771;0.0132218;-0.712229;19;1617267994.409402890
1617267994.628018159;-0.383157;-0.0247346;1.72693;0.70787;-0.00390088;-0.00585062;0.706308;1617267994.628043745;-0.0381148;5.90012;1.61189;0.701845;0.00943405;0.0130898;-0.712146;20;1617267994.527773210
