CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_frameID;Image_framestamp(epoch)
1617266137.564740070;-0.147779;0.483204;1.79009;0.714352;-0.00259213;-0.00417789;0.699769;1617266137.564815431;-0.038203;5.89994;1.61196;0.701852;0.00967549;0.0132801;-0.712133;1;1617266137.479480049
1617266137.694732225;-0.146797;0.483294;1.78991;0.714369;-0.000565801;-0.00467352;0.699753;1617266137.694747720;-0.0382117;5.89993;1.61196;0.701851;0.00966758;0.0132751;-0.712135;2;1617266137.580640359
1617266137.764617361;-0.146148;0.483649;1.78921;0.714439;-0.00200038;-0.0045691;0.69968;1617266137.764642151;-0.0381264;5.89997;1.61189;0.701787;0.00950168;0.0132121;-0.712201;3;1617266137.685846579
1617266137.864677679;-0.145424;0.484054;1.78932;0.714239;-0.00166366;-0.0063552;0.699871;1617266137.864686314;-0.0381322;5.89999;1.61191;0.701796;0.00951844;0.0132152;-0.712191;4;1617266137.784160842
1617266137.964689388;-0.144414;0.484397;1.78985;0.714831;-0.000519214;-0.00735851;0.699258;1617266137.964698052;-0.038104;5.90002;1.61194;0.701805;0.009531;0.0132035;-0.712183;5;1617266137.882453561
1617266138.064648297;-0.144093;0.484555;1.78987;0.713674;-0.00109019;-0.00538576;0.700456;1617266138.064665192;-0.038074;5.89996;1.61189;0.701814;0.00958626;0.0132635;-0.712172;6;1617266137.980556368
1617266138.164666387;-0.143194;0.484406;1.79098;0.71436;1.80861e-05;-0.00589621;0.699754;1617266138.164782450;-0.0380995;5.9;1.61192;0.701791;0.00951561;0.0131971;-0.712198;7;1617266138.078015214
1617266138.264632038;-0.142314;0.484183;1.79151;0.71367;0.00243439;-0.00298189;0.700472;1617266138.264642985;-0.0380982;5.90001;1.61192;0.701792;0.00951576;0.0131917;-0.712197;8;1617266138.175998739
1617266138.364695154;-0.140879;0.48383;1.79179;0.713855;-0.000349894;-0.00413346;0.700282;1617266138.364798023;-0.0380992;5.90002;1.61193;0.701801;0.0095253;0.0132027;-0.712187;9;1617266138.274350865
1617266138.464650979;-0.13902;0.483389;1.79236;0.713845;0.00040139;-0.00452843;0.700289;1617266138.464675254;-0.0380848;5.90005;1.61192;0.701809;0.00951484;0.0131894;-0.712179;10;1617266138.375700954
1617266138.564695695;-0.137025;0.483067;1.79239;0.713474;-0.00129017;-0.00435907;0.700667;1617266138.534825842;-0.0382359;5.89993;1.61194;0.701858;0.00967005;0.0132922;-0.712127;11;1617266138.479322709
1617266138.664600872;-0.13475;0.482682;1.79263;0.713785;-0.000969582;-0.00485107;0.700348;1617266138.664611839;-0.038218;5.89994;1.61196;0.701854;0.00968132;0.0132829;-0.712132;12;1617266138.580180210
1617266138.764773366;-0.13244;0.482681;1.79121;0.713817;-0.00506698;-0.00404358;0.700303;1617266138.764814698;-0.0380915;5.90023;1.61202;0.701878;0.00946604;0.0130372;-0.712115;13;1617266138.684031931
1617266138.894734123;-0.129541;0.48301;1.79041;0.714601;-0.00246849;-0.00641127;0.699499;1617266138.894767207;-0.0380914;5.89998;1.61188;0.701781;0.00947874;0.0132034;-0.712207;14;1617266138.784999951
1617266138.964646642;-0.128731;0.48344;1.78924;0.714238;-0.00549798;-0.00688568;0.699847;1617266138.964684260;-0.0380772;5.90003;1.61188;0.701787;0.0094661;0.0131911;-0.712202;15;1617266138.888831122
1617266139.064724892;-0.127705;0.483856;1.78933;0.714355;-0.00242684;-0.00913495;0.69972;1617266139.034809747;-0.0382267;5.89992;1.61195;0.701846;0.00966916;0.0132906;-0.712139;16;1617266138.987200060
1617266139.194717855;-0.127383;0.484341;1.78959;0.713876;-0.000115389;-0.00697326;0.700237;1617266139.194779909;-0.0381063;5.90002;1.61192;0.701812;0.00953263;0.0131984;-0.712176;17;1617266139.087833807
1617266139.294686393;-0.127299;0.484399;1.78993;0.714134;-0.000644104;-0.00590886;0.699983;1617266139.294715116;-0.0381196;5.9;1.61191;0.701809;0.00951492;0.0132041;-0.712179;18;1617266139.192928118
1617266139.394877690;-0.127218;0.484252;1.79036;0.713857;0.000137349;-0.00472283;0.700275;1617266139.394908534;-0.0380906;5.90001;1.61192;0.7018;0.00951055;0.0131939;-0.712188;19;1617266139.293960055
1617266139.494628487;-0.127037;0.483928;1.79081;0.714447;-0.00225696;-0.00663249;0.699655;1617266139.494638002;-0.0380705;5.90001;1.61191;0.701784;0.0094818;0.0131739;-0.712205;20;1617266139.393546899
1617266139.594722687;-0.127025;0.483681;1.79082;0.713506;0.000238766;-0.00435717;0.700635;1617266139.594767853;-0.0380254;5.90009;1.61202;0.70181;0.00956349;0.0131362;-0.712179;21;1617266139.495146493
1617266139.694780238;-0.126726;0.483503;1.79032;0.713774;-0.00257006;-0.00497283;0.700353;1617266139.694797227;-0.0381296;5.90005;1.6119;0.701809;0.00948598;0.0131844;-0.71218;22;1617266139.596189560
1617266139.794740361;-0.126211;0.483494;1.7895;0.71418;-0.00259671;-0.00413558;0.699945;1617266139.794781620;-0.0381051;5.90002;1.6119;0.701809;0.00948504;0.0131917;-0.71218;23;1617266139.701130102
1617266139.894759269;-0.126051;0.483895;1.78847;0.714383;-0.00524912;-0.00715804;0.699698;1617266139.894869335;-0.0381111;5.90005;1.6119;0.701789;0.00947818;0.0132055;-0.7122;24;1617266139.806445753
1617266139.994787196;-0.126449;0.484416;1.78908;0.714828;-0.00296279;-0.00942911;0.69923;1617266139.994925998;-0.0382503;5.89997;1.61194;0.701865;0.00965177;0.0132996;-0.712121;25;1617266139.913343509
1617266140.094622908;-0.127482;0.484687;1.78964;0.713436;0.00162458;-0.00580018;0.700694;1617266140.094695760;-0.0381622;5.90002;1.61205;0.701886;0.00973851;0.0132391;-0.712099;26;1617266140.016754541
1617266140.194669168;-0.128237;0.485018;1.7888;0.713788;-0.00264727;-0.00320869;0.700349;1617266140.194678221;-0.0381202;5.90005;1.6119;0.701816;0.00949964;0.0132005;-0.712173;27;1617266140.114820806
1617266140.294687628;-0.1286;0.485367;1.78924;0.715183;-0.0014817;-0.00622393;0.698908;1617266140.294703746;-0.0381047;5.90004;1.61192;0.701814;0.00951715;0.0131925;-0.712174;28;1617266140.212842750
1617266140.394697110;-0.129659;0.485796;1.78939;0.713524;0.000759585;-0.00586916;0.700606;1617266140.394734245;-0.0380939;5.90007;1.61193;0.701817;0.00950931;0.0131888;-0.712172;29;1617266140.311022634
1617266140.494665124;-0.130298;0.486089;1.78938;0.713584;-0.000483165;-0.00543854;0.700548;1617266140.494690281;-0.0381132;5.90011;1.61191;0.701845;0.00949952;0.0131953;-0.712144;30;1617266140.411578843
1617266140.594701227;-0.130371;0.486126;1.78931;0.714827;0.000282095;-0.00473862;0.699285;1617266140.594732031;-0.0382153;5.9;1.61197;0.701954;0.00981304;0.0133575;-0.71203;31;1617266140.516894260
1617266140.694659602;-0.131066;0.486363;1.78781;0.714173;-0.00391241;-0.00480898;0.699941;1617266140.694669621;-0.0381042;5.90005;1.61192;0.701877;0.00962043;0.0132595;-0.71211;32;1617266140.618027457
1617266140.794688439;-0.131514;0.486754;1.78815;0.713757;-0.00186304;-0.00460216;0.700376;1617266140.794697523;-0.0381208;5.90007;1.61194;0.701841;0.0095602;0.0132097;-0.712147;33;1617266140.720639302
1617266140.894664148;-0.131632;0.487294;1.78926;0.714214;0.000959102;-0.00518454;0.699908;1617266140.894669599;-0.0381068;5.90008;1.61194;0.701823;0.00951611;0.0131867;-0.712166;34;1617266140.818775575
1617266140.994697798;-0.131881;0.487985;1.78876;0.714085;-0.00277933;-0.00589993;0.700028;1617266140.994753290;-0.0380942;5.90006;1.61192;0.701816;0.00950902;0.013193;-0.712173;35;1617266140.916859600
