CCD_timestamp(epoch);CCD_pos(x);y; z;CCD_quat(q_w);q_x;q_y;q_z;Monitor_timestamp(epoch);Monitor_pos_(x);y;z;Monitor_quat(q_w);q_x;q_y;q_z;Image_frameID;Image_framestamp(epoch)
1617278854.940585931;-0.191332;0.430944;1.77812;0.721021;-0.00375916;-0.00457883;0.692887;1617278854.940617302;-0.0380866;5.89959;1.61175;0.7018;0.009562;0.0132267;-0.712187;1;1617278854.820713907
1617278855.050611641;-0.191358;0.430728;1.77883;0.720919;-0.00264035;-0.00695386;0.69298;1617278855.050641715;-0.038025;5.89967;1.61181;0.701819;0.00957835;0.0131899;-0.712168;2;1617278854.926825941
1617278855.140582835;-0.191611;0.430677;1.77918;0.720434;0.000642139;-0.00346758;0.693514;1617278855.140611545;-0.0380429;5.89967;1.61177;0.701802;0.00950771;0.0131888;-0.712187;3;1617278855.033135852
1617278855.350604511;-0.192032;0.430399;1.7797;0.720602;-0.00159914;-0.00449625;0.693332;1617278855.350665500;-0.0380552;5.89962;1.61175;0.701791;0.0095266;0.0132071;-0.712197;4;1617278855.139439241
1617278855.440587980;-0.192278;0.430191;1.78015;0.720507;-0.000595374;-0.00371502;0.693437;1617278855.440631857;-0.0380226;5.89964;1.61183;0.701818;0.00960181;0.0131823;-0.712169;5;1617278855.245368089
1617278855.550590787;-0.192105;0.430118;1.77987;0.721409;-0.00382346;-0.00541497;0.692477;1617278855.550674089;-0.0380589;5.89964;1.61176;0.701802;0.00953508;0.0132088;-0.712185;6;1617278855.352282389
1617278855.650580301;-0.1926;0.430151;1.78012;0.720661;-0.000937291;-0.00489542;0.69327;1617278855.650638787;-0.0380476;5.89966;1.61177;0.701795;0.00951018;0.0131931;-0.712194;7;1617278855.459155551
1617278855.750539463;-0.192922;0.430227;1.77994;0.720298;-0.00198604;-0.00411597;0.69365;1617278855.750573551;-0.0380347;5.89967;1.61176;0.70179;0.00949549;0.013187;-0.712198;8;1617278855.566056618
1617278855.850580439;-0.192892;0.430288;1.77951;0.721377;-0.00313054;-0.00483338;0.692518;1617278855.850611175;-0.0380722;5.89962;1.61176;0.701802;0.00954571;0.0132147;-0.712186;9;1617278855.673014916
1617278855.950567944;-0.193303;0.430352;1.77997;0.72098;-0.00111763;-0.00581445;0.692931;1617278855.950594592;-0.0380823;5.89962;1.61176;0.701806;0.0095589;0.0132213;-0.712181;10;1617278855.779992465
1617278856.050567736;-0.19364;0.43049;1.77963;0.720263;-0.000858347;-0.00313047;0.693693;1617278856.050594825;-0.0380929;5.89966;1.61176;0.701831;0.00956365;0.0132348;-0.712156;11;1617278855.886955425
1617278856.120596613;-0.19332;0.430407;1.77964;0.721527;-0.0017225;-0.00496843;0.692366;1617278856.120607394;-0.0380625;5.89963;1.61176;0.701801;0.00953798;0.0132048;-0.712187;12;1617278855.993521347
1617278856.250543307;-0.193629;0.430588;1.77925;0.720697;-0.00263462;-0.00478671;0.693229;1617278856.250573230;-0.0380502;5.89964;1.61175;0.701792;0.00951388;0.0131986;-0.712196;13;1617278856.099498171
1617278856.350535173;-0.19356;0.430693;1.77964;0.721349;-0.00194836;-0.00577069;0.692545;1617278856.350561056;-0.0380517;5.89964;1.61176;0.701797;0.00951867;0.0131996;-0.712191;14;1617278856.205711648
1617278856.450574549;-0.193948;0.430883;1.77972;0.72115;-0.00178076;-0.00497147;0.692759;1617278856.450605820;-0.0380697;5.89964;1.61176;0.701797;0.00954364;0.0132119;-0.71219;15;1617278856.312358455
1617278856.550542313;-0.194465;0.431132;1.78013;0.720689;0.000371025;-0.00372037;0.693249;1617278856.550598416;-0.0379915;5.89972;1.61183;0.701808;0.00956696;0.0131612;-0.712181;16;1617278856.419046738
1617278856.650563952;-0.194638;0.431245;1.77975;0.720998;-0.00206566;-0.00414335;0.692921;1617278856.650638232;-0.0380758;5.89948;1.61177;0.701875;0.00979343;0.0134387;-0.712106;17;1617278856.525750777
1617278856.750597570;-0.194712;0.431465;1.78002;0.721109;-0.00217698;-0.00457408;0.692803;1617278856.750631235;-0.0380019;5.89971;1.61183;0.701809;0.00958338;0.0131759;-0.712179;18;1617278856.632376463
1617278856.950560491;-0.195275;0.432177;1.77984;0.720823;-0.00116331;-0.00486837;0.693101;1617278856.950605850;-0.0380722;5.89963;1.61175;0.70179;0.00954667;0.01322;-0.712197;19;1617278856.739079959
1617278857.020562085;-0.195338;0.432281;1.77963;0.721295;-0.00151047;-0.00503561;0.692608;1617278857.020573849;-0.0380652;5.89964;1.61176;0.701785;0.00953862;0.0132172;-0.712202;20;1617278856.845474189
1617278857.150630324;-0.195475;0.432473;1.77889;0.720747;-0.00172265;-0.00407601;0.693184;1617278857.150642833;-0.0379967;5.89971;1.61183;0.701817;0.00957795;0.0131736;-0.712171;21;1617278856.952059644
1617278857.250554307;-0.195287;0.432523;1.77841;0.721311;-0.0026573;-0.0047725;0.69259;1617278857.250591056;-0.0380775;5.89962;1.61173;0.70179;0.00950423;0.0132151;-0.712198;22;1617278857.058785742
1617278857.350578803;-0.195124;0.43259;1.77782;0.721029;-0.00219823;-0.00446188;0.692887;1617278857.350604932;-0.0380847;5.89964;1.61177;0.701824;0.00956663;0.0132203;-0.712164;23;1617278857.165375936
1617278857.450617980;-0.194859;0.432744;1.77746;0.721404;-0.00180355;-0.00424969;0.692499;1617278857.450647768;-0.0380738;5.89963;1.61177;0.701813;0.00954671;0.013214;-0.712175;24;1617278857.272125054
1617278857.550545275;-0.194937;0.432889;1.77725;0.720988;-0.00224448;-0.00597909;0.692918;1617278857.550575277;-0.0380494;5.89963;1.61175;0.701797;0.009521;0.0132021;-0.712191;25;1617278857.378718577
1617278857.650664418;-0.194691;0.433112;1.7766;0.721095;-0.00164121;-0.00417731;0.692821;1617278857.650805152;-0.037985;5.89969;1.61185;0.701829;0.00958636;0.0131574;-0.712159;26;1617278857.485397174
1617278857.750584006;-0.194669;0.43315;1.77625;0.721773;-0.0030405;-0.00638463;0.692093;1617278857.750621003;-0.038012;5.89968;1.61183;0.701825;0.00958485;0.0131743;-0.712164;27;1617278857.592864870
1617278857.850540025;-0.195057;0.433504;1.77591;0.720877;-0.000695394;-0.00400947;0.693051;1617278857.850595345;-0.0380676;5.89965;1.61176;0.701807;0.00952936;0.0132053;-0.712181;28;1617278857.702597802
1617278857.950546848;-0.195035;0.433653;1.77605;0.721509;-0.001198;-0.00523612;0.692384;1617278857.950575319;-0.0380724;5.8997;1.61176;0.701831;0.00952056;0.0132143;-0.712157;29;1617278857.810022345
