time_elapsed(Sec);Vicon position (x);y; z;Vicon orientation (q_w);q_x;q_y;q_z;FCU linear velocity (v_x);v_y;v_z;FCU local position (x);y;z;FCU local orientation (q_w);q_x;q_y;q_z;Rhombi frame detection seq;Rhombi frame detection time stamp;Rhombis detected position;x;y;z;Rhombis detected orientation (q);q_x;q_y;q_z;
1604309294.891306741;-0.0641113;0.914527;0.0996225;0.696231;-0.00543561;0.00987963;0.717729;-0.00112572;-0.00112339;-0.00152992;-0.00052603;-0.000337384;-0.000426135;-0.999961;-0.00294855;-0.00820195;0.00161514;0;1604309294.710971952;-0.0335654;-0.492615;2.7817;0.999786;-0.000967276;0.0145521;-0.0146911;
1604309294.991237354;-0.0641082;0.914522;0.0996161;0.696207;-0.00544313;0.0098376;0.717753;-0.00112572;-0.00112339;-0.00152992;-0.00052603;-0.000337384;-0.000426135;-0.999961;-0.00294855;-0.00820195;0.00161514;0;1604309294.710971952;-0.0335654;-0.492615;2.7817;0.999786;-0.000967276;0.0145521;-0.0146911;
1604309295.091257848;-0.064123;0.914534;0.0996123;0.696247;-0.00543497;0.00985256;0.717714;-0.000649232;2.43227e-06;-0.000880449;-0.000385185;-0.000160402;-0.000394817;-0.999961;-0.00295002;-0.0082234;0.00160496;1;1604309294.984471129;-0.0333669;-0.497111;2.80248;0.999802;-0.00185069;0.0110587;-0.0164158;
1604309295.191217024;-0.0641181;0.91453;0.099614;0.696189;-0.0054677;0.00995575;0.717768;-0.000567493;-0.000976364;-0.00132976;-0.000257447;-3.80618e-05;-0.000384267;-0.999961;-0.0029632;-0.00822235;0.00160191;1;1604309294.984471129;-0.0333669;-0.497111;2.80248;0.999802;-0.00185069;0.0110587;-0.0164158;
1604309295.291264731;-0.0641092;0.914528;0.0996094;0.696197;-0.00546059;0.00986927;0.717762;-0.000784929;-0.000860029;-0.00165559;-0.000145691;6.27342e-05;-0.000395831;-0.999961;-0.00293285;-0.00821739;0.00161887;1;1604309294.984471129;-0.0333669;-0.497111;2.80248;0.999802;-0.00185069;0.0110587;-0.0164158;
1604309295.391244280;-0.064119;0.914529;0.0996011;0.696218;-0.00545395;0.00988476;0.717742;-0.000518405;-0.000964179;-0.00200522;-5.63722e-05;9.58236e-05;-0.000440282;-0.999961;-0.0029178;-0.00820759;0.00161168;2;1604309295.250907133;-0.0323264;-0.49653;2.79902;0.999755;-0.00365841;0.00776837;-0.0204088;
1604309295.491282154;-0.0640977;0.914527;0.0996201;0.696193;-0.00540005;0.0100435;0.717764;-0.00122113;0.000114654;-0.00199563;5.1856e-05;4.8106e-05;-0.000590311;-0.999961;-0.00290226;-0.00817759;0.00160754;2;1604309295.250907133;-0.0323264;-0.49653;2.79902;0.999755;-0.00365841;0.00776837;-0.0204088;
1604309295.591242164;-0.0641149;0.914529;0.0996217;0.696206;-0.00543954;0.00997409;0.717752;-0.00122113;0.000114654;-0.00199563;5.1856e-05;4.8106e-05;-0.000590311;-0.999961;-0.00290226;-0.00817759;0.00160754;2;1604309295.250907133;-0.0323264;-0.49653;2.79902;0.999755;-0.00365841;0.00776837;-0.0204088;
1604309295.691320825;-0.0641032;0.914522;0.0996128;0.69617;-0.00546387;0.00989929;0.717788;-0.00126794;-0.000978155;-0.00124066;-1.76782e-05;-0.000115436;-0.000735858;-0.999961;-0.00292951;-0.008167;0.00163497;3;1604309295.518459130;-0.0337877;-0.496283;2.7953;0.999633;-0.000650958;0.0147614;-0.0227074;
1604309295.791233507;-0.0641165;0.91452;0.0996087;0.696214;-0.00547057;0.00983027;0.717746;-0.00126794;-0.000978155;-0.00124066;-1.76782e-05;-0.000115436;-0.000735858;-0.999961;-0.00292951;-0.008167;0.00163497;3;1604309295.518459130;-0.0337877;-0.496283;2.7953;0.999633;-0.000650958;0.0147614;-0.0227074;
1604309295.891274798;-0.0641058;0.914541;0.0996248;0.696231;-0.00547991;0.00989223;0.717729;-0.000608971;-0.00259499;-0.000758625;-3.46907e-05;-0.000276575;-0.000622522;-0.999961;-0.00294228;-0.0081808;0.00166068;4;1604309295.788008457;-0.0324782;-0.496558;2.79944;0.999759;-0.00358842;0.00868957;-0.01985;
1604309295.991233349;-0.0641128;0.914523;0.0996119;0.696209;-0.00546049;0.00977167;0.717752;-0.000203328;-0.00229208;-0.00058369;-2.07955e-05;-0.000390441;-0.000527267;-0.999961;-0.00294824;-0.0081803;0.00165763;4;1604309295.788008457;-0.0324782;-0.496558;2.79944;0.999759;-0.00358842;0.00868957;-0.01985;
1604309296.091304885;-0.0641126;0.914526;0.0996122;0.696234;-0.00543767;0.00979089;0.717728;0.00131164;-0.00197219;0.000850468;0.00028674;-0.00063006;-8.42673e-05;-0.999961;-0.00294903;-0.00818706;0.00167458;4;1604309295.788008457;-0.0324782;-0.496558;2.79944;0.999759;-0.00358842;0.00868957;-0.01985;
1604309296.191251504;-0.0641108;0.914532;0.0996172;0.696198;-0.00544904;0.00992566;0.717761;0.00131164;-0.00197219;0.000850468;0.00028674;-0.00063006;-8.42673e-05;-0.999961;-0.00294903;-0.00818706;0.00167458;5;1604309296.052542817;-0.0332717;-0.496618;2.8007;0.999816;-0.00208832;0.0107994;-0.0157286;
1604309296.291244409;-0.0641127;0.914534;0.0996073;0.696174;-0.00539639;0.0099644;0.717783;0.00174864;-0.00335855;0.00118073;0.000535933;-0.000726563;0.000214196;-0.999961;-0.00295733;-0.00819331;0.00168194;5;1604309296.052542817;-0.0332717;-0.496618;2.8007;0.999816;-0.00208832;0.0107994;-0.0157286;
1604309296.391254562;-0.0640979;0.91452;0.0996117;0.696176;-0.00549673;0.0098518;0.717782;0.00172939;-0.00239053;0.00103232;0.000704783;-0.000785276;0.000382857;-0.999961;-0.00294248;-0.00818628;0.00167279;5;1604309296.052542817;-0.0332717;-0.496618;2.8007;0.999816;-0.00208832;0.0107994;-0.0157286;
1604309296.491244093;-0.0641149;0.914527;0.0996107;0.696159;-0.00544212;0.00991603;0.717799;0.00160586;-0.00298884;0.000864646;0.000889181;-0.000873064;0.000571317;-0.999961;-0.00294508;-0.00818801;0.00168361;6;1604309296.318606322;-0.0323559;-0.496779;2.80044;0.999764;-0.00349239;0.00749562;-0.0200954;
1604309296.591236165;-0.0641102;0.914534;0.0996236;0.69621;-0.00541073;0.00996083;0.717748;0.00152333;-0.00193042;0.000509655;0.000988634;-0.000941629;0.00061922;-0.999961;-0.00293464;-0.00817762;0.00169547;6;1604309296.318606322;-0.0323559;-0.496779;2.80044;0.999764;-0.00349239;0.00749562;-0.0200954;
1604309296.691278855;-0.0641283;0.914541;0.0996065;0.696181;-0.00545652;0.00991447;0.717777;0.00145627;-0.00387611;-0.000397029;0.00110715;-0.00104258;0.000568992;-0.999961;-0.00294327;-0.0081698;0.0016923;7;1604309296.590317037;-0.0329425;-0.502321;2.82179;0.999666;0.00108569;0.00624577;-0.0250529;
1604309296.791228932;-0.0641254;0.914544;0.0996217;0.696204;-0.00541971;0.00991801;0.717755;0.00120831;-0.00288366;-0.000602407;0.00108415;-0.00108883;0.000467979;-0.999961;-0.0029407;-0.00815967;0.00170781;7;1604309296.590317037;-0.0329425;-0.502321;2.82179;0.999666;0.00108569;0.00624577;-0.0250529;
1604309296.891246501;-0.0641169;0.914537;0.0996209;0.69617;-0.00543573;0.00997766;0.717787;0.000812004;-0.00257932;-0.00177987;0.0010066;-0.00104445;0.000178131;-0.999961;-0.00294638;-0.00816877;0.00171849;7;1604309296.590317037;-0.0329425;-0.502321;2.82179;0.999666;0.00108569;0.00624577;-0.0250529;
1604309296.991235448;-0.0641146;0.914534;0.0996254;0.696216;-0.00542542;0.00996309;0.717743;0.000727596;-0.00225503;-0.00273263;0.000925512;-0.000991778;-6.29791e-05;-0.999961;-0.00292679;-0.00816327;0.0017176;8;1604309296.858223506;-0.0328769;-0.50129;2.81859;0.999722;0.00079174;0.00598952;-0.0227839;
1604309297.091250725;-0.064081;0.914464;0.0996713;0.69616;-0.00525253;0.00977688;0.717801;0.00122029;-0.0021568;-0.00191038;0.000830899;-0.00086195;-0.000389571;-0.999961;-0.00295251;-0.0081561;0.00173298;8;1604309296.858223506;-0.0328769;-0.50129;2.81859;0.999722;0.00079174;0.00598952;-0.0227839;
